회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)윌비스,008600,2018/12,-2.19,20.13,144.77,,0,-20.44,2,-11.40,29.93,-3.24,-4.50,-8.43,-0.28,17.40,3.70,,0.06,3.61,3.04,,0.05,5.15,,0.08,13.77,,0.21,96.20,,,0.79,5.17,0.08,82.60,96.30,-2.72,0.90,0.41,0.50,99.04,4.65,0.53,0.89,2.92,18.35,20.04,1.80,4.41,4.48,0,22.30,66.52,0,0,0,"4,092.67",3,,-240.39,"2,562.71",179.53,0.33,151.35,40.88,9.28,69.14,37.08,59.12,58.32,41.68,270.11,101.37,89.54,120.33,109.15,0.12,0,537.18,54.96,"1,009.74","33,194.06",53.20,71.47,58.25,82.56,13.21,111.59,6.91,29.33,50.29,2.30,2.09,38.76,1.80,46.58,75.26,74.55,-4.90,-6.97,-2.04,-2.54,4.10,0.82,1.40,1.39,3.72,2,42.16,8.66,2.15,2.42,18.77,19.44,"1,236.88","4,892.92",21.03,4.21,86.77,1.33,9.21,1.11,0,0.01,"23,963.57",114.66,"1,116.18",,0.64,52.88,0,0,0,8.26,95.64,"136,934.67",10.27,46.12,53.88,0.56,"23,963.57","2,292.29","11,051.61","2,104.81",330.82,"1,252.51","6,931.53",114.66,8.26,"136,934.67",10.27,209,885.42,394.84,0.82,0.36,0,0,0.51,0.23,"159,910.20","15,558.47",6.67,4.15,272.96,10.28
(주)유니드,014830,2018/12,5.77,-1.88,-27.10,,-55.50,17.93,-2.10,2.91,14.24,-2.63,17.38,5.69,8.80,18.52,6.01,,2.45,3.57,3.44,,1.40,5.54,,2.25,71.30,,29,58.17,,,2.08,5.61,2.28,81.48,93.99,-0.52,1.20,0.05,0,94.72,3,0.36,1.21,5.93,12.84,79.23,1.81,2.62,2.87,0,1.90,93.50,22,1.73,75.85,"59,268.37","1,450",,"4,495.23","61,771.88","1,172.87",0.56,"3,564.80",27.18,28.20,37.33,19.52,72.82,58.30,41.70,"1,272.87",124.90,99.96,100.10,71.87,19.26,0,105.82,"28,143.10",516.02,290.02,20.51,71.53,46.58,51.05,24.95,"53,394.43",0.03,29.29,50.24,4.25,5.59,53.72,11.73,50.55,124.20,122.65,1.71,2.44,0.71,1.31,5.03,0.57,0.93,0.92,11.85,1.51,41.69,8.75,1.98,2.67,7.66,47.63,20.94,30.22,154.38,6.44,56.63,0.81,1.39,1.12,0,0.01,"85,960.03",193.60,"1,186.68",,29.04,35.11,0,0,0,8.86,23.46,41.33,16.31,18.13,81.87,15,"85,960.03","28,958.99","15,588.62","6,303.47","2,421.93","1,856.86","30,830.15",193.60,8.86,41.33,16.31,444,41.72,25.96,0.98,0.61,13.46,8.38,1.02,0.64,"606,820.55","62,520.66",11.87,8.39,"7,032.82",9.71
(주)유니온,000910,2018/12,2.88,15.12,26.79,,0,4.81,-30.06,5.05,-294.08,0,-21.84,5.05,7.82,16.99,2.63,,-48.61,2.25,1.13,,-20.82,1.95,,-36.05,32.52,,-601.06,0,,,-21.04,3.03,-56.04,83.01,97.37,-55.22,-0.53,0.03,0.10,150.53,3.12,0.09,-0.34,2.19,10.80,189.59,-0.53,3.05,3.46,0,14.47,99.05,17.95,1.31,0,"6,183.03","-3,348",,-272.91,"6,711.02","1,387.55",1.17,162.62,21.37,30.75,27.17,14.80,78.63,52.08,47.92,"1,372.28",150.98,124.02,58.39,40.43,11.08,0,178.33,0,283.51,679.09,62.90,92.01,70.26,92.03,21.74,0,-15.23,32.34,62.09,1.25,"999,999,999",52.66,13.88,42.53,190.96,90.58,0.26,0.38,0.12,0.26,0,0.43,1.15,0.74,12.37,1.01,10.41,35.08,2.35,3.47,7.31,49.92,29.61,19.22,22.92,4.16,87.79,0.52,2.30,0.84,0.94,0.01,"-42,649.69",-190.40,430.92,,-209.45,21.07,0,0,0,-20.74,-101.29,-278.02,-44.18,0,0,0,"-42,649.69","-50,763.98","4,718.88",-508.71,450.49,135.39,"3,318.24",-190.40,-20.74,-278.02,-44.18,224,0,0,1.01,0.49,0,0,1.10,0.53,"121,201.30","5,857.08",6.07,2.88,375.17,20.69
(주)유니켐,011330,2018/12,16.37,42.32,173.75,,294.01,72.20,71.23,19.72,47.13,23.86,15.98,-3.34,-1.79,21.41,12.59,,11.89,11.49,11.48,,10.84,23.39,,22.09,35.76,,33.77,-41.53,,,12.71,12.08,11.40,78.59,87.41,-4.34,2.05,0.18,0,91.81,2.91,0.16,2.21,1.65,13.68,144.98,3.67,4.29,4.50,0,10.89,28.89,0,0,0,"1,417.48",171,,-166.04,956.91,78.29,0.46,178.46,65.67,64.20,191.33,23.51,34.33,54.47,45.53,178.01,63.02,62.68,145.19,51.98,3.56,0,46.15,206.25,"1,136.23",179.71,4.06,83.59,83.04,100.32,0.55,1.46,20.44,38.22,70.17,6.15,5.03,23.95,0.78,69.75,39.87,116.50,-8,-9.53,-3.64,-4.55,6.15,0.91,0.96,1.86,2.84,1.79,47.82,7.63,1.43,3.55,2.41,151.73,8.84,14.09,4.98,4.37,83.50,2.51,2.85,0.82,0,0,"11,648.67",47.74,324.08,,38.52,8.71,0,0,0,11.81,46.73,322.86,14.73,18.24,81.76,80.70,"11,648.67","6,521.93","2,124.88","1,618.04",59.86,119.99,"1,203.98",47.74,11.81,322.86,14.73,244,12.70,7.12,2.24,1.25,0,0,1.51,0.85,"124,530.90","11,159.54",14.11,6.89,200.04,11.16
(주)유성티에스아이,024870,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유수홀딩스,000700,2018/12,9.01,-48.98,12.31,,0,0.50,-6.26,0.94,-459.13,11.11,6.12,-9.15,-13.21,0,33.54,,-165.53,1.98,1.86,,-9.17,3.11,,-15.35,7.79,,-38.47,0,,,-8.27,2.25,-11.13,0,66.46,-204.95,16.25,0,0.02,267.35,9.71,1.56,5.94,4.55,3.67,57.88,2.24,2.93,3.19,0,-21.72,3.61,0,0,0,580.97,"-1,003",,108.74,"6,036.07",174.09,0,194.85,3.59,0.06,3.72,3.59,96.41,57.19,42.81,242.48,168.59,99.54,114.04,113.97,27.44,0,"3,473.03",0.51,29.30,0,"11,855.17",74.86,5.50,0,69.36,"8,980.16",0.44,34.41,60.18,1.82,-9.55,41.06,1.74,96.89,"1,708.39","1,516.85",4.29,5.33,1.83,33.47,2.06,0.06,0.07,0.09,0.23,0.14,19.72,18.51,1.03,1.03,"2,416.27",0.15,0,0,0,111.21,3.28,0.06,0.07,0.63,0,0,"-16,919.41",-845.97,756.47,,"-1,252.16",201.14,0,0,0,-6.13,-7.76,"-2,806.80",-111.83,0,0,0,"-16,919.41","-25,933.59","4,022.83","2,459.08",0,647.58,"1,884.69",-845.97,-6.13,"-2,806.80",-111.83,20,0,0,1.49,0.89,82.95,49.48,15.53,9.26,"260,251.49","6,958.99",46,2.50,267.22,37.40
(주)유양디앤유,011690,2018/12,3.02,1.08,0,,0,-15.73,-16.72,-18.76,-266.80,-14.29,-8.72,-5.22,46.46,-6.84,-20.12,,-32.91,-9.07,-9.19,,-15.03,-15.50,,-25.35,-67.33,,-110.11,0,,,-11.57,-18.16,-29.71,106.84,120.12,-14.60,7.57,0.09,0.09,132.94,2.24,0.21,5.40,2.45,18.03,63.24,8.49,10.68,12.17,0,-19.43,47.26,0,0,0,"1,632.51",-538,,-45.66,"1,891.18",280.01,1.31,-328.49,38.89,20.69,63.65,30.85,61.11,55.34,44.66,380.01,110.41,101.19,98.19,77.87,44.44,0,93.92,0,237.57,160.34,39.53,80.69,71.57,92.17,9.12,0,-0.72,34.38,62.13,-2.57,-3.59,40.78,2.80,82.46,136.48,109.93,-4.18,-5.43,-1.87,-3.98,-2.66,0.46,0.90,0.77,3.35,1.12,10.68,34.18,1.21,1.57,5.33,68.45,11.56,10.31,388.54,4.57,79.84,0.73,3.95,0.63,0,0.01,"-18,418.78",-127.91,632.51,,-208.14,19.82,0,0,0,-9.49,-81.47,-780.77,-20.22,0,0,0,"-18,418.78","-31,622.11","2,854.60","6,890.39",67.48,263.07,"3,127.80",-127.91,-9.49,-780.77,-20.22,144,0,0,6.93,2.46,0,0,8.02,2.85,"444,325.10","-15,199.10",-16.69,-2.13,-272.42,0
(주)유유제약,000220,2018/12,0,0,0,,0,0,0,0,0,0,0,0,0,52.61,6.33,,4.68,3.92,3.67,,2.72,5.66,,4.19,58.25,,43.12,13.37,,,3.29,3.78,2.80,47.39,93.67,-1.19,0.99,-0.21,7.37,94.92,23.27,0.28,1.04,2.58,4.73,72.39,1.64,4.10,4.10,0,39.32,87.23,17.95,1.74,41.63,"9,659.07",545,,627.17,"10,409.83",977.54,1.92,611.16,51.37,22.75,105.65,39.68,48.63,64.91,35.09,"1,029.92",74.92,60.35,264.39,204.23,39.63,0,123.73,36.60,463.19,238.75,26.71,54.07,29.94,42.58,24.13,49.03,31.94,20.26,31.21,4.43,6.16,61.61,9.78,88.54,83.81,167.21,10.74,18.60,3.77,6.49,6.36,0.58,0.60,0.89,9.21,1.65,18.58,19.64,1.13,1.46,4.96,73.54,9.58,21.63,29.07,4.01,90.99,1.19,1.37,0.82,0,0.01,"23,887.16",77.56,240.41,,11.26,53.73,0,0,0,18.72,44.43,691.40,32.26,69.28,30.72,14.52,"23,887.16","3,802.84","16,549.82",736.51,762.42,200.64,"1,834.92",77.56,18.72,691.40,32.26,308,46.53,21.77,2.02,0.95,33.56,15.71,2.18,1.02,"77,472.07","6,520.15",8.81,6.16,850.51,11.88
(주)유한양행,000100,2018/12,-2.68,1.13,-24.16,,-26.40,6.58,4.45,3.77,-8.81,5.63,11.30,-1.75,3.50,27.11,4.04,,5.41,6.32,3.27,,4.37,4.01,,5.36,100.12,,133.88,33.15,,,1.31,5.15,6.89,72.89,95.96,3.58,-3.79,0.07,3.90,92.72,8.07,0.48,-3.90,2.30,15.41,105.43,-16.57,0,0,0,5.72,99.91,36.51,1.46,27.88,"121,064.19","7,169",,"6,502.20","120,982.21","2,663.08",4.88,"4,896.41",49.19,12.81,96.80,42.89,50.81,80.95,19.05,"2,497.72",62.77,59.58,334.29,291.48,22.22,0,282.68,18.27,431.30,428.27,65.54,23.53,18.18,0,5.36,12.58,34.47,0,0,"999,999,999","999,999,999",86.31,26.63,62.33,61.46,79.65,17.70,0,3.37,4.30,0,0.81,1.27,0.99,24.75,4.38,17.64,20.69,1.60,1.83,12.85,28.39,19.17,58.42,0,4.85,75.27,1.63,7.12,1.25,15.71,0.01,"216,502.44",116.46,810.53,,43.84,63.49,0,0,0,11.28,105.57,620.30,14.37,54.52,45.48,37.64,"216,502.44","114,828.86","118,026.87","-57,035.31",0,"7,079.29","33,602.73",116.46,11.28,620.30,14.37,"1,859",44.29,25.66,2.40,1.39,44.60,25.84,2.40,1.39,"2,332,033.90","94,543.43",6.27,0,"7,596.29",24.67
(주)이노션,214320,2018/12,-50.69,-2.30,19.38,,19.85,0,3.92,-0.80,16.37,-0.75,-8.30,-0.04,11.38,33.56,9.16,,11,6.46,4.10,,4.92,6.18,,7.43,382.94,,459.98,24.44,,,2.57,4.79,5.75,66.44,90.84,5.30,-5.27,0.11,0.44,86.46,19.57,0.10,-5.71,0.60,10.52,61.64,-7,61.54,61.54,0,70.32,98.42,300,4.75,65.22,"20,914.02","2,300",,"1,969.25","29,346.34","6,212.72",0,"1,914.71",82.24,0,463.11,82.24,17.76,68.77,31.23,"6,312.72",25.82,25.66,267.03,267.03,17.51,0,0,0,240.80,0,0,45.40,44.78,0,0.62,0.83,51.44,0,0,"6,222.66","999,999,999",67.69,62.13,182.59,40.73,187.64,14.01,"401,413.83",4.37,9.60,0,0.45,0.52,0.68,41.83,1.33,2.49,146.68,0.55,0.55,0,0,0,0,0,2.04,178.99,2.46,27.69,0.39,0,0.03,"121,510.66",184.67,635.68,,69.91,114.81,0,0,0,13.24,"1,217.67",0,29.05,62.17,37.83,37.86,"121,510.66","60,481.43","75,544.21","-22,036.68","4,797.58",393.08,"2,331.03",184.67,13.24,0,29.05,658,32.35,21.78,2.54,1.71,37.78,25.44,3.56,2.40,"1,133,827.78","40,625.30",9.71,"6,601.45","2,031.26",27.91
(주)이마트,139480,2018/12,-0.82,8.33,-23.36,,-43.52,9.83,-1.64,5.60,1.20,-5.92,-2.41,12.25,13.33,28.97,3.72,,2.75,3.72,3.44,,2.54,5.90,,4.36,351.08,,259.72,44.80,,,2.69,4.87,3.60,71.03,96.28,-0.06,0.16,-0.17,0.48,96.40,9.29,1.35,0.17,2.92,8.58,63.01,0.36,2.07,2.04,0,3.55,89.73,39.98,0.68,15.39,"471,675.35","12,503",,"23,185.65","291,445.83","5,806.01",0,"17,554.20",9.77,61.51,10.83,3.76,90.23,58.20,41.80,"5,904.15",155.02,123.08,36.61,14.09,0.99,0,29.67,0,33.51,34.60,88.53,71.81,45.86,45.87,25.95,0,-16.92,21.22,36.45,7.89,23.23,57.24,58.06,10.10,98.22,78.44,11.60,22.84,4.85,5.21,22.60,0.92,1.31,1.58,94.34,2.21,17.38,21,9.90,25.45,16.20,22.54,19.07,252.22,906.78,50.46,7.23,1.02,1.47,2.73,0.02,0.11,"2,378,590.37",91.42,505.36,,13.91,45.99,0,0,0,16.82,28.83,0,18.09,50.30,49.70,15.22,"2,378,590.37","481,326.06","1,196,498","21,651.31","128,469","174,439","376,207",91.42,16.82,0,18.09,"26,018",24.91,13.78,1.11,0.61,13.95,7.72,0.69,0.38,"8,073,579.09","865,544.83",6.58,13.96,"31,050.02",9.33
(주)이수페타시스,007660,2018/12,8.17,23.77,204.43,,0,28.86,2.62,10.41,159.87,7.22,-7.28,2.98,-4.71,18.63,10.63,,-2.19,10.71,10.58,,-2.18,19.90,,-4.10,85.83,,-17.68,980.79,,,-1.17,16.44,-3.39,81.37,89.37,-10.47,1.01,1.01,0.01,99.84,2.09,0.08,0.98,3.02,19.47,198.28,2.14,3.62,3.59,0,59.10,89.53,6.75,1.54,0,"8,071.45",-185,,-176.85,"4,238.58",351.07,0,858.32,49.87,34.65,99.49,32.59,50.13,52.30,47.70,436.80,95.84,75.17,149.71,97.83,6.04,0,159.08,104.36,460,446.30,34.58,91.20,63.69,60.10,27.50,86.87,16.56,30.54,58.40,9.30,1.16,42.04,3.51,46.65,53.90,70.59,1.13,1.76,0.54,0.56,10.52,0.99,1.55,1.87,8.07,2.12,16.42,22.24,2.14,3.25,6.30,57.96,15.99,42.56,16.95,4.40,82.97,1.86,5.59,1.23,0,0.01,"22,013.25",23.90,361.67,,-7.92,7.78,0,0,0,6.39,37.88,108.61,6.61,32.57,67.43,-33.15,"22,013.25",538.08,"7,169.75","3,366.02",282.38,290.43,"10,366.59",23.90,6.39,108.61,6.61,921,0,0,1.66,0.80,0,0,0.87,0.42,"363,553.32","45,787.97",13.75,12.02,"1,109.52",7.94
(주)이수화학,005950,2018/12,0.72,-9.09,0.80,,766.18,5.29,16.91,15.89,96.19,1.78,8.09,13.86,-3.38,5.20,2.13,,2.33,3,2.82,,3.08,4.66,,5.09,33.96,,37.09,29.58,,,4.08,6.07,6.63,94.80,97.87,1.13,0.75,0.37,0,96.88,0.92,0.04,0.74,0.81,9.81,192.47,2.53,4.24,3.75,0,51.85,85.08,7.61,0.97,20.50,"79,584.61","1,951",,0.47,"38,498.59",703.22,0.23,"1,698.04",24.47,40.13,32.41,14.65,75.53,64.32,35.68,786.10,117.42,106.72,83.73,50.13,5.36,0,130.76,0,573.21,190.95,22.81,55.47,45.44,83.35,10.03,0,-4.75,27.16,42.23,2.41,5.34,57.54,7.03,19.73,55.82,33.80,4.14,5.43,1.48,1.13,2.83,1.32,2.85,2.18,15.92,3.36,49.44,7.38,5.07,8.08,13.60,26.83,19.84,103.87,"1,176.47",11.06,33.01,1.79,6.01,2.20,0,0.02,"70,932.72",176.89,"3,032.15",,70.66,28.30,0,0,0,7.60,41.36,120.71,5.83,16,84,39.95,"70,932.72","39,713.59","11,349.06","9,151.77",222.51,523.08,"9,972.72",176.89,7.60,120.71,5.83,401,8.41,4.99,0.41,0.24,"32,937.65","19,551.45",0.20,0.12,"394,132.26","35,915.41",2.95,3.34,"2,350.79",10.97
(주)이스타코,015020,2018/12,-0.56,-8.71,0,,0,-2.87,-16.61,-83.98,-161.84,-28.57,-3.57,-77.58,46.12,44.06,-10.96,,-121.97,-0.67,-0.82,,-9.10,-1.63,,-18.12,-3.08,,-34.21,0,,,-6.75,-0.97,-10.74,55.94,110.96,-98.11,31.42,0,0.07,182.93,14.22,0.90,13.06,2.72,5.78,72.72,4.71,7.26,7.25,0,40.86,46.24,0,0,0,140.26,-188,,-51.89,827.44,79.42,0,-15.38,35.10,80.70,54.09,6.77,64.90,46.97,53.03,171.74,138.16,105.24,91.57,17.67,0.15,0,3.26,0,0,7.92,0,112.90,81.62,67.40,31.28,0,-3.23,35.24,75.03,-0.33,-2.47,21.72,0.79,479.40,861.53,"1,114.93",28.82,43.36,15.28,199.17,-0.35,0.07,0.09,0.15,0.28,0.15,0,0,0.21,0.96,0.27,"1,367.75",0.63,0.46,0,8.32,43.88,0.12,0.16,0.10,0.12,0,"-2,088.46",-46.41,133.56,,-162.90,45.69,0,0,0,-2.67,-5.58,0,-34.75,0,0,0,"-2,088.46","-6,555.60","2,056.11","1,888.28",0,130.11,392.65,-46.41,-2.67,0,-34.75,45,0,0,1.84,0.64,0,0,10.87,3.80,"54,349.21",-266.34,-4.43,-0.13,-6.22,0
(주)이아이디,093230,2018/12,17.37,-43.35,0,,0,-8.96,6.96,43.74,-206.49,-23.26,15.91,87.30,9.23,1.01,-2.83,,-8.29,-3.10,-3.78,,-11.07,-4.82,,-14.11,-9.41,,-27.54,0,,,-7.85,-5.25,-15.36,98.99,102.83,-5.46,2.41,0,0.28,107.94,1.77,0.16,2.14,0.28,8.33,24.93,14.97,77.03,21.18,0,-13.64,61.75,0,0,0,796.99,-54,,-49.28,482.40,52.04,0.35,-22.56,42.32,44.05,73.37,23.68,57.68,91.03,8.97,152.04,63.37,62.96,504.38,282.18,10.30,0,12.17,54.95,"1,658.46",76.85,0.73,9.85,9.22,51.08,0.64,1.71,33.93,5.68,6.24,-0.97,-2.43,31.16,0.52,39.03,35.83,44.36,-187.51,-296.04,-16.82,-11.22,-1.17,1.34,1.85,1.70,3.32,6.20,883.86,0.41,2.56,3.85,7.66,47.62,34.58,20.55,188.20,99.94,3.65,2.79,6.84,1.83,0,0.02,"-3,987.33",-120.83,"3,675.52",,-304.55,73.20,0,0,0,-4.93,-20.83,"-3,950.20",-3.29,0,0,0,"-3,987.33","-10,050.10","2,415.73","2,926.89",113.94,224.64,381.58,-120.83,-4.93,"-3,950.20",-3.29,33,0,0,1.04,0.30,0,0,0.63,0.18,"48,055.56","-3,051.50",-2.52,-0.86,-20.05,0
(주)이원,017940,2018/12,1.78,9.73,-91.15,,-0.05,-20.03,3.78,6.14,-3.85,6.13,0.07,0.01,1.71,3.73,0.19,,1.54,0.64,0.27,,2.21,0.59,,4.89,22.45,,186.31,34.84,,,2.73,0.39,3.23,96.27,99.81,1.94,0.36,-0.27,0.32,98.18,0.82,0.21,0.31,0.62,10.11,117.19,0.94,2.76,2.50,0,94.93,99.28,33.71,0.87,18.09,"605,315.74","11,053",,"27,732.99","190,196.34","3,856.50",0,"1,122.69",39.84,17.98,66.22,32.67,60.16,45.31,54.69,"3,884.66",132.79,98.49,102.37,83.96,5.76,0,200.98,777.70,183.60,688.43,109.47,120.72,85.90,54.64,34.82,"1,712.82",0.92,31.73,70.03,0.30,6.92,44.98,38.57,26.96,42.59,49.61,1.82,3.14,0.99,0.70,0.52,1.44,2.10,3.17,121.06,2.63,16.75,21.79,3.71,4.70,17.52,20.84,79.08,0,0,8.34,43.79,2.35,5.30,1.91,0.11,0.02,"195,002.79",703.98,"14,990.85",,230.71,141.74,0,0,0,6.63,25.08,592.91,4.70,20.13,79.87,32.77,"195,002.79","88,100.73","39,261.83","14,890.50","13,177.68","9,979.01","29,593.05",703.98,6.63,592.91,4.70,277,8.08,5.96,0.40,0.29,2.72,2,0.12,0.09,"1,248,425.78","37,294.68",0.90,1.45,"5,436.54",33.47
(주)이월드,084680,2018/12,14.66,-8.39,-31.56,,147.28,-10.46,24.50,-4.14,-19.45,16.81,17,-17.94,-15.16,26.95,13.63,,27.68,2.67,1.84,,3.74,3.10,,6.29,5.06,,10.27,-121.02,,,4.12,1.87,3.80,73.05,86.37,-1.53,2.78,0,0.16,89.44,6.85,0.42,2.72,10.70,8.41,163.18,0.93,4.97,4.85,0,-26.10,14.74,0,0,0,370.94,103,,63.94,"1,811.50",81.20,0,50.56,12.56,0.93,14.36,12.44,87.44,62.22,37.78,181.19,140.54,116.91,49.83,49.36,16.92,0,424.78,0,0,646.88,0,60.73,40.52,0,20.21,0,-12.65,22.76,36.59,1.53,5.35,27.88,0.81,103.12,636.58,763.04,7.10,11.78,2.68,21.05,4.90,0.14,0.14,0.23,0.37,0.33,356.02,1.03,0.97,0.98,102.66,3.56,153.24,311.02,0,22.24,16.41,0.16,0.16,0.33,0,0.05,"11,228.15",42.53,127.17,,35.20,8.93,0,0,0,4.26,5.03,274.30,33.44,21,79,82.77,"11,228.15","4,061.57","2,357.75",934.46,48.85,143.56,"3,681.97",42.53,4.26,274.30,33.44,264,29.95,15.34,1.70,0.87,48.09,24.63,8.29,4.25,"279,766.63","8,258.41",24.60,2.77,91.24,33.88
(주)이지닷컴,012260,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)이트로닉스,013090,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)인디에프,014990,2018/12,-0.05,-4.67,25.62,,-71.81,-2.23,-0.39,-1.73,-5.98,0.85,1.42,-2.56,-4.48,52.46,1.01,,0.10,1.50,1.42,,0.14,3,,0.30,6.75,,0.68,75.28,,,0.75,1.65,0.17,47.54,98.99,-0.86,0.43,-0.05,0.93,99.86,5.65,0.26,0.43,1.74,34.15,181.25,1.15,3.90,3.96,0,-0.39,56.50,0,0,0,"3,352.97",3,,56.06,"1,111.55",124.35,0,33.76,68.63,67.59,218.81,22.24,31.37,47.92,52.08,224.32,65.45,60.76,141.87,45.97,8.58,0,31.10,229.03,75.95,33.21,40.94,108.67,100.95,0,7.72,18.26,20.26,17.82,37.19,2.08,1.34,26.57,1.24,49.08,21.74,59.93,3.67,10.73,1.91,1.33,2.34,1.41,1.64,2.98,6.71,2.68,6.81,53.62,2.04,6.12,3.05,119.54,3.26,184.28,65.37,9.34,39.08,4.60,24.65,1.19,0.18,0.01,"23,704.30",100.44,837.29,,0.85,47.41,0,0,0,17.19,295.81,608.74,12,47.21,52.79,0.84,"23,704.30",286.20,"11,189.85",851.04,"7,415.46",523.81,"3,437.94",100.44,17.19,608.74,12,236,"1,074.41",312.02,3.28,0.95,65.11,18.91,1.09,0.32,"150,236.20","5,427.25",2.75,5.67,92.09,27.68
