회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
진양화학(주),051630,2018/12,-1.02,-3.22,0,,0,18.12,-1.82,0.28,-3.83,4.12,-3.01,-3.69,4.84,10.47,-1.18,,-0.67,-1.26,-1.45,,-0.82,-2.03,,-1.14,-9.80,,-5.52,0,,,-1,-1.45,-0.82,89.53,101.18,0.04,-0.15,0.06,0.97,101.13,4.53,0.46,-0.15,1.97,19.75,454.10,-0.64,0.46,0.70,0,57.05,79.14,0,0,0,"4,144.22",-28,,-49.12,"2,323.81",379.34,0.31,-48.99,32.06,24.36,47.20,24.25,67.94,71.98,28.02,479.34,94.39,83.83,169.08,127.89,4.84,0,247.73,59.62,136.52,499.96,181.46,38.94,26.35,88.47,12.59,69.16,13.10,0.35,0.48,-927.16,"999,999,999",56.96,3.79,26.19,55.43,80.01,2.56,206.47,0.72,0.58,0,1.23,1.23,1.71,8.29,4.30,8.72,41.87,3.82,4.90,17.26,21.15,34.21,55.80,118.04,6.41,56.97,1.80,1.89,2.37,0.07,0.03,"3,058.77",30.28,492.38,,-3.28,22.70,0,0,0,7.65,11.76,195.05,6.15,74.97,25.03,-10.84,"3,058.77",-566.20,"2,293.04",-74.39,177.45,231.66,997.21,30.28,7.65,195.05,6.15,101,0,0,2.80,0.79,0,0,1.57,0.44,"75,118.64",409.39,0.82,645.73,34.12,183.49
진원생명과학(주),011000,2018/12,360.92,4.28,0,,0,11.15,-26.15,30.55,0,28.57,-9.26,1.54,-16.58,7.91,-47.01,,-48.69,-26.88,-27.61,,-28.60,-38.35,,-39.73,-64.04,,-66.34,0,,,-26.65,-40.94,-42.40,92.09,147.01,-1.16,3.33,0.65,0.48,141.67,13.38,0.13,2.03,0.36,7.57,151.50,6.98,11.79,23.03,0,-179.63,-35.31,0,0,0,"1,362.30",-669,,-456.76,"1,417",53.07,19.42,-640.44,63.33,8.87,172.72,57.71,36.67,61.52,38.48,141.87,59.61,57.94,172.49,157.19,14.58,0,270.34,21.11,250.42,388.63,107.96,62.55,59.68,92.77,2.87,6.64,26.62,22.92,37.26,-10.28,-13.48,23.01,0.53,105.01,65.24,112.63,-35.98,-60.40,-13.85,-23.44,-14.13,0.59,0.87,0.82,1.36,2.10,8.51,42.91,0.95,1.04,11.07,32.98,16.85,51.59,0,4.50,81.04,1.53,84.83,0.66,0.14,0.01,"-6,072.45",-168.68,801.26,,-390.17,175.58,0,0,0,-12.44,"-1,086.58",0,-21.05,0,0,0,"-6,072.45","-13,896.44","6,320.81",959.39,313.19,61.63,168.97,-168.68,-12.44,0,-21.05,36,0,0,6.05,2.70,0,0,6.29,2.80,"98,579.80","-13,391.69",-46.43,-10.15,-632.46,0
진흥기업(주),002780,2018/12,-1.62,36.04,-15.61,,-72.18,-5.83,3.96,17.07,-50.63,0,-22.51,17.07,2.63,8.22,5.22,,0.90,10.61,10.31,,1.78,45.34,,7.83,47.83,,8.26,15.54,,,2.37,13.07,2.26,91.78,94.78,-4.32,0.30,0,0,99.10,0.98,0.17,0.30,0.06,27.68,325.55,0.77,12.74,12.95,0,-1.20,-1.08,0,0,0,"4,581.11",41,,165.67,535.56,7.58,0,239.25,78.19,1.30,358.49,77.17,21.81,21.52,78.48,107.49,101.37,58.01,125.30,123.67,4.38,0,"3,584.03",6.43,73.65,0,"4,866.52",364.75,290.02,52.61,74.73,101.86,15.79,6.47,30.08,11.60,4.01,1.52,0.08,37.01,13.63,45.37,2.28,27.67,1.79,0.98,17.42,1.97,2.50,8.68,9.16,2.56,4.15,87.92,2.70,2.74,175.24,2.08,0,175.24,0,6.81,53.62,7.34,62.17,1.47,0.01,0,"16,139.77",75.42,"3,136.24",,28.29,30.46,0,0,0,4.41,150.73,0,2.40,40.39,59.61,37.51,"16,139.77","6,053.49","6,519.22","2,012.54",43.65,"1,113.57",397.30,75.42,4.41,0,2.40,214,66.19,41.14,5.11,3.17,16.51,10.26,0.60,0.37,"318,627.45","35,448.68",5.28,11.74,241.96,8.99
참엔지니어링(주),009310,2018/12,-5.90,12.79,-51.02,,94.17,-54.11,29.97,-32.02,14.45,-6.43,-11.21,-27.35,15.24,25.66,3.83,,5.45,3.76,3.43,,4.89,10.53,,14.99,21.95,,31.26,-67.58,,,7.49,4.64,6.60,74.34,96.17,-0.71,2.90,1.95,0,97.04,5.76,0.14,2.85,1.65,9.93,48.99,3.87,8.02,8.48,0,-64.77,76.25,0,0,0,"2,919.24",161,,-425.43,"1,025.19",140.91,6.62,111.66,56.70,13.13,130.95,49.26,43.30,36.69,63.31,235.70,118.02,90.97,108.20,94,3.98,0,499.33,173.21,298.31,0,167.39,172.58,142.84,70.14,29.74,253.89,4.30,36.42,99.27,1.17,2.07,21.93,1.41,59.87,51.53,86.73,-15.52,-26.99,-9.83,-11,1.32,0.90,1.21,2.75,5.74,1.33,5.26,69.44,1.67,2.14,7.55,48.34,0,36.79,9.50,2.83,129.18,1.94,9.21,0.81,0.20,0.01,"20,145.66",69.23,493.46,,26.87,28.98,0,0,0,12.53,137.74,"1,160.92",14.03,41.86,58.14,38.82,"20,145.66","4,467.84","8,432.30","4,168.83",458.77,198.98,"2,418.95",69.23,12.53,"1,160.92",14.03,291,18.93,9.56,2.94,1.48,0,0,1.03,0.52,"134,356.49","7,911.72",5.51,1.69,160.84,16.98
캠브리지코오롱(주),004620,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
컨버즈(주),109070,2018/12,-70.66,0.11,0,,0,-9.73,-71.43,17.13,0,-9.03,-1.19,28.76,49,-5.12,-14.70,,-22.29,-19.23,-19.32,,-29.29,-160.28,,-243.02,-206.66,,-313.34,0,,,-25.25,-25.68,-38.93,105.12,114.70,-6.91,3.08,-0.02,0.07,117.11,2.55,0.03,2.08,1.68,20.06,51.62,4.59,12.72,13.85,0,"-2,577.82",176,0,0,0,"6,229.56","-1,488",,-879.45,201.26,-49.62,0.43,-916.02,60.29,35.95,151.82,38.61,39.71,5.37,94.63,50.08,739.88,358.45,67.80,43.42,3.67,0,122.96,0,80.62,153.40,152.53,"1,763.19","1,656.78",72.63,106.41,0,-28.63,32.55,606.55,-4.68,-6.03,-5.32,-0.50,45.77,30.35,50.78,-10.56,-30.70,-9.99,-7.59,-4.78,1.31,1.75,10.90,14.05,1.49,3.72,98.01,2.18,3.52,5.76,63.34,8.50,21.48,339.75,4.80,75.97,3.30,12.21,0.93,0.15,0.02,"-8,338.13",-63.65,563.59,,-125.65,21.28,20.87,10.92,428.12,-14.87,-305.01,-582.72,-11.29,0,0,0,"-8,338.13","-15,955.35","2,787.95","2,270.41",694.85,33.12,"1,830.90",-63.65,-14.87,-582.72,-11.29,131,0,0,101.86,14.86,0,0,3.29,0.48,"75,674.07","-9,025.36",-12.22,-3.89,-761.53,0
케이비아이동국실업(주),001620,2018/12,-0.47,28.86,0,,0,-2.31,5.57,17.43,18.36,5.40,7.20,11.41,-8.89,5.01,-1.49,,-0.09,-1.19,-1.51,,-0.09,-3.43,,-0.20,-18.71,,-1.10,143.30,,,0.48,-2.28,-0.13,94.99,101.49,1.61,0.56,0.44,0,99.88,1.50,0.08,0.54,5.05,15.34,100.76,1.01,3.17,3.24,0,2.74,81.94,0,0,0,"6,284.11",-5,,347.68,"2,628.08",459.79,0,-93.54,27.83,5.96,38.55,26.17,72.17,42.61,57.39,559.79,169.38,143.58,55.95,52.62,0.09,0,969.42,0,90.49,"3,088.55","1,071.29",134.68,116.71,83.84,17.97,0,-21.91,26.26,61.62,-1.71,1.21,35,4.60,25.83,72.91,69.99,7.32,15.99,4.20,4.39,-2.65,1.01,1.53,2.31,12.57,1.81,6.21,58.78,3.87,4.15,57.05,6.40,105.66,223.82,314.85,7.53,48.48,1.37,2.65,1.38,0.02,0,"25,323.46",68.26,903.02,,-0.79,14.02,0,0,0,7.23,22.11,49.76,7.56,20.54,79.46,-1.15,"25,323.46",402.52,"5,201.44","1,880.81",74.57,271.75,"17,492.37",68.26,7.23,49.76,7.56,371,0,0,0.58,0.27,4.42,2.02,0.24,0.11,"136,421.59","12,505.65",3.73,4.29,234.57,10.91
케이씨그린홀딩스(주),009440,2018/12,166.90,-50.18,-35.48,,-60.36,0,0.29,-22.40,-50.98,-4.17,5.33,-19.03,10.44,0,50.72,,23.55,4.40,4.15,,1.93,5.08,,2.36,58.34,,27.09,15.84,,,1.71,26.10,12.12,0,49.28,-23.91,-2.67,0.13,0,77.28,26.60,1.28,-2.93,2.41,17.77,20.20,-1.19,1.04,2.08,100,53.72,92.41,15.78,1.37,58.26,575.09,137,,131.51,"5,585.40","1,063.13",0,291.69,7.21,0,7.77,7.21,92.79,82.82,17.18,"1,150.42",112.03,96.92,169.28,169.28,9.47,0,0,0,0,0,0,20.74,5.14,0,15.59,437.64,2.95,3.83,4.63,105.52,"999,999,999",76.54,10.63,130.94,"1,092.19",146.15,-1.45,-6.50,-0.25,-3.01,0,0.08,0.51,0.10,1.15,0.45,0,0,0.76,0.76,0,0,0,0,0,3.92,93.16,0.09,49.89,0.60,0.26,0.01,"6,679.85",290.43,560.97,,132.10,136.12,0,0,0,4.29,"1,775.22",0,51.77,46.87,53.13,45.49,"6,679.85","3,459.65","3,130.65",-344.74,0,150.63,283.66,290.43,4.29,0,51.77,23,45.41,22.67,1.10,0.55,46.76,23.34,10.69,5.34,"88,476.23","6,827.74",52.92,110.10,304.33,12.96
케이씨코트렐(주),119650,2018/12,-2.21,36.91,178.32,,-46.77,111.09,-0.53,1.45,-38.55,14.43,0.24,-11.34,-21.27,15.39,5.06,,1.76,4.66,4.11,,1.43,10.51,,3.66,119.01,,41.44,28.15,,,1.10,4.51,1.57,84.61,94.94,-2.76,-0.41,1.09,0.04,97.80,3.67,0.15,-0.40,0.71,10.23,126.30,-0.55,4.50,6.47,0,39.07,90.90,16,1.42,38.61,"11,757.03",207,,-252.57,"5,257.50","1,029.33",0.85,595.03,64.15,10.45,178.91,57.44,35.85,35.65,64.35,"1,129.33",100.56,77.80,118.98,106.55,6.88,0,346.42,65.48,168.74,0,205.30,180.47,151.21,44.73,29.26,101.95,10.23,4.26,11.95,19.57,"999,999,999",32.50,10.29,74.76,48.24,124.79,0.49,7.33,0.31,0.42,0,0.81,0.89,2.08,23.51,1.34,5.51,66.27,1.34,1.47,15.03,24.28,0,32.61,0,3.77,96.93,2.07,4.40,0.72,0.08,0.02,"10,619.77",46.17,664.53,,11.71,24.98,0,0,0,5.16,31.68,724.75,6.95,54.10,45.90,25.36,"10,619.77","3,510.93","5,745.13",-633.23,647.21,238.10,"1,111.64",46.17,5.16,724.75,6.95,230,31.13,15.83,1.23,0.62,0,0,0.55,0.28,"55,073.05","8,847",5.79,22.38,680.54,6.23
케이알모터스(주),000040,2018/12,-1.89,363.58,0,,0,20.41,34.42,27.55,0,-3.91,-0.97,32.73,7.01,-8.29,-33.17,,-59.32,-6.41,-6.43,,-11.50,-15.07,,-26.96,-11.84,,-21.18,0,,,-7.88,-11.18,-20,108.29,133.17,-26.15,18.68,-5.20,0.07,153.72,4.85,0.42,11.01,4.67,14.32,104.87,6.31,8.56,8.21,0,-53.46,-25.76,0,0,0,230.45,-133,,-34.86,535.71,-26.46,4.44,-76.45,25.09,20.18,33.49,20.03,74.91,44.27,55.73,73.53,169.21,140.53,53.73,42.89,51.62,0,11.13,0,42.44,0,26.22,125.88,105.46,64.43,20.41,0,-21.60,38.44,86.82,-1.77,-2.18,-15.93,-0.26,86.93,429.14,343.92,-8.35,-12.10,-4.65,-26.51,-1.78,0.19,0.34,0.45,0.36,0.34,15.62,23.37,1.15,1.65,3.79,96.39,0,4.51,75.26,62.29,5.86,0.23,0.54,0.31,0.02,0.01,"-6,441.30",-52.37,224.38,,-133.11,18.48,0,0,0,-4.09,-12.91,-647.65,-23.34,0,0,0,"-6,441.30","-16,372.45","2,272.88","5,156.19",117.50,194.89,"2,189.70",-52.37,-4.09,-647.65,-23.34,123,0,0,1.42,0.61,0,0,3.30,1.41,"104,588.13","-6,965.36",-25.24,-1.35,-58.16,0
케이엠에이치(주),009690,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이이피전자(주),008480,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이지케미칼(주),001390,2018/12,-4.33,-23.03,-87.66,,0,-15.09,-3.44,-0.05,-48.71,-1.81,-2.12,1.79,-2.43,14.55,0.26,,-1.65,1.07,0.14,,-0.93,0.23,,-1.48,0.67,,-4.29,0,,,-1.08,0.35,-2.22,85.45,99.74,-1.19,-0.28,0.01,0.63,100.87,3.04,0.03,-0.26,2.79,16.24,124.54,-0.42,3.06,2.96,0,42.62,65.92,6.64,2.34,0,"13,441.91",-226,,-5.93,"14,367.62",187.35,0.08,34.45,22.43,47.81,28.92,11.71,77.57,64.21,35.79,284.33,120.80,115.07,68.83,35.92,3.06,0,88.63,0,395.20,163.67,22.43,55.73,50.75,100.14,4.98,0,-10.16,26.14,40.70,0.19,"999,999,999",42.31,1.87,44.10,134.09,70.18,0.97,1.32,0.35,0.59,0,0.56,1.35,0.89,2.60,1.51,14.37,25.40,2.27,4.14,5.01,72.89,10.70,21.79,42.23,5.17,70.66,0.75,3.78,0.95,0,0.01,"8,972.58",41.35,770.61,,-12.72,25.24,0,0,0,3.14,20.96,67.03,5.37,61.05,38.95,-30.77,"8,972.58","-1,558.82","5,477.46",-463.47,436.01,51.37,"5,030.03",41.35,3.14,67.03,5.37,217,0,0,2.31,1.11,0,0,2.47,1.19,"289,510.19","5,458.59",3.26,2.38,438.78,53.04
케이피엑스케미칼(주),025000,2018/12,12.67,-14.16,-31.18,,-61.82,-0.09,-0.16,8.22,-46.66,-1.01,18.75,9.33,7.08,9,2.64,,1.69,4.71,3.09,,1.98,3.69,,2.36,62.88,,40.29,17.83,,,0.49,3.53,2.26,91,97.36,-0.66,-1.27,0.19,0.05,98.09,1.05,0.08,-1.25,2.42,14.81,134.89,-9.20,3.40,3.57,100,2.87,95.35,29.47,1.73,73.15,"119,308.58","2,050",,"3,676.12","82,472.45","1,624.61",0,"3,144.19",56.80,28.31,131.46,40.71,43.20,84.80,15.20,"1,703.35",50.95,50.63,387.25,277.60,0.63,0,121.34,38.17,272.50,286.81,44.53,17.93,17.30,0,0.63,1.27,42.13,3.75,4.42,24.55,"999,999,999",80.88,16.25,51.75,33.50,71.67,35.44,143.73,5.39,4.54,0,1.17,1.34,1.40,23.86,7.24,13.96,26.15,1.93,2.62,7.38,49.43,16.69,20.79,0,6.22,58.72,2.99,4.51,1.53,0,0.01,"25,997.27",88.43,"1,964.13",,33.16,20.95,0,0,0,5.35,20.39,87.41,4.50,23.69,76.31,37.51,"25,997.27","11,388.04","6,159.48","-7,338.46","1,136.12",477.51,"14,174.59",88.43,5.35,87.41,4.50,294,37.18,24.27,0.91,0.59,20.37,13.30,0.63,0.41,"270,094.47","29,392.47",5.09,47.42,"6,072.82",9.19
케이피엑스홀딩스(주),092230,2018/12,-37.15,-24.33,-18.05,,-54.31,0,-1.19,-15.12,-73.55,14.29,4.03,-25.73,-15.14,0,75.81,,86.42,4.54,2.84,,3.24,2.88,,3.28,54.39,,62,6.17,,,1.55,12.42,14.15,0,24.19,15.70,-45.12,0.06,0,44.24,21.96,0.81,-62.14,1.45,4.88,27.40,-134.17,0,0,0,3.51,95.44,38.69,2.06,62.40,"3,587.38","3,205",,"2,837.05","91,226.24","1,805.43",0,"2,719.73",18.74,0,23.06,18.74,81.26,99.56,0.44,"1,877.17",81.62,81.32,"28,650.29","28,650.29",1.27,0,0,0,0,0,0,0.44,0.07,0,0.37,1.99,18.67,0,0,"999,999,999","999,999,999",95.76,18.05,571.55,"2,094.15",528.77,856.37,0,3.75,98.43,0,0.04,0.16,0.04,0.72,2.97,0,0,0.17,0.17,0,0,0,0,0,0,0,0.05,173.43,0.17,0,0,"9,924.88",620.30,947.21,,818.54,151.04,0,0,0,2.49,"14,713.77",0,65.49,24.35,75.65,131.96,"9,924.88","13,869.11","2,416.59","-6,837.59",228.60,88.70,159.46,620.30,2.49,0,65.49,16,22.29,19.35,0.76,0.66,24.36,21.15,19.26,16.73,"257,601.26","11,649.34",76.87,0,"2,757.47",22.11
코리아오토글라스(주),152330,2018/12,-2.50,24.03,-5.21,,-3.17,-15.98,8.42,-7.08,-3.75,0.81,-3.96,-7.83,10.47,22.25,11.35,,9.88,9.71,9.15,,7.96,15.01,,13.07,49.77,,43.33,26.10,,,7.64,9.25,8.06,77.75,88.65,1.92,-0.40,-0.01,0,87.05,2.62,0.11,-0.45,6.68,12.76,158.25,-0.82,1.62,1.62,0,64.81,71.01,16,4.64,36.92,"21,935.46","2,167",,"2,924.93","15,323.63",244.99,1.15,"2,488.67",48.10,14.88,92.66,40.94,51.90,61.13,38.87,344.99,84.90,77.25,146.60,124.78,3.08,0,179.50,46.82,103.54,288.04,173.35,63.57,53.67,0,9.91,39.62,15.29,14.18,23.19,38.40,"999,999,999",43.41,2.45,55.87,68.14,127.51,36.76,100.77,14.29,18.38,0,0.81,0.82,1.32,4.39,2.06,7.19,50.74,1.79,2.18,9.92,36.80,16.18,50.24,110.88,7.41,49.23,1.47,1.65,1.04,0.10,0.03,"93,242.01",149.19,701.93,,69.33,16.38,0,0,0,16.52,35.64,175.15,21.25,10.98,89.02,46.47,"93,242.01","58,193.92","10,236.84","-1,750.13",0,445.34,"26,116.05",149.19,16.52,175.15,21.25,625,8.42,4.94,1.19,0.70,6.24,3.66,0.83,0.49,"323,650.92","75,889.43",17.30,58.55,"3,794.47",4.26
코스맥스(주),192820,2018/12,-0.18,6.94,17.81,,109.32,19.11,7.82,28.62,37.82,14.20,33.53,12.63,10.67,10.17,3.26,,3.14,4.47,3.92,,3.78,10.50,,10.14,440.51,,425.19,26.69,,,4.25,4.88,4.71,89.83,96.74,0.65,0.39,0.66,0.13,96.17,1.90,0.39,0.40,1.69,8.75,40.27,0.75,2.69,3.14,100,33.62,99.08,119.96,2.76,28.21,"67,603.84","2,127",,"-2,034.94","20,614.14","4,256.07",0,"2,202.53",49.22,31.19,96.93,33.87,50.78,35.63,64.37,"4,351.43",142.53,105.98,94.50,65.03,2.41,0,191.82,0,163.66,585.10,117.20,180.68,146.20,76.76,34.49,0,-2.87,34.87,97.86,3.85,10.99,34.85,42.56,43.02,40.11,68.41,-0.41,-0.76,-0.27,-0.24,8.34,1.20,1.50,3.22,135.21,1.92,5.88,62.07,2.32,3.30,7.84,46.55,28.37,14.07,47.79,4.28,85.38,2.49,4.59,1.18,0.16,0.01,"56,241.38",58.28,704.03,,22.14,13.12,0,0,0,9.16,38.87,209.69,8.28,22.52,77.48,37.99,"56,241.38","26,519.24","12,664.17","2,654.96",540.58,"2,625.02","11,237.41",58.28,9.16,209.69,8.28,965,84.43,49.62,8.71,5.12,0,0,2.66,1.56,"1,513,146.21","33,371.73",4.91,5.80,"3,320.73",45.34
코스맥스비티아이(주),044820,2018/12,0.37,67.03,31.17,,-6.31,57.60,0,83.72,17.59,13.82,4.46,61.41,18.87,61.25,14.92,,5.40,2.23,2.02,,0.73,3.22,,1.17,174.95,,63.37,32.87,,,1.72,6.75,2.45,38.75,85.08,-7.59,7.28,-0.16,0.72,92.84,23.85,0.76,7.66,6.41,5.51,14.44,2.65,3.23,3.59,100,16.30,113.87,27.87,0.51,43.98,"5,862.69",318,,-293.82,"26,500.62","5,346.05",3.65,874.74,11.27,5.16,12.71,10.69,88.73,60.17,39.83,"5,438.09",147.46,136.58,32.18,30.52,1.38,0,909.77,0,596.94,"1,014.58",152.41,66.20,58.23,92.05,7.97,0,-23.76,35.57,59.12,1.68,2.01,59.15,53.46,69.46,669.32,238.29,-1.46,-1.64,-0.58,-4.49,2.05,0.14,0.45,0.22,11.73,0.36,16.92,21.58,1.44,1.52,27.29,13.38,33.06,0,0,3.22,113.49,0.15,0.71,0.32,0.07,0.01,"25,090.46",179.22,402.18,,21.74,91.18,0,0,0,5.78,31.92,"1,175.07",44.56,50.88,49.12,12.13,"25,090.46","4,126.81","12,765.87","4,101.62",261.23,406.01,"3,428.91",179.22,5.78,"1,175.07",44.56,140,144.70,50.50,1.73,0.60,0,0,7.82,2.73,"341,468.48","11,829.83",21.01,2.37,"1,231.77",28.87
코스모신소재(주),005070,2018/12,11.18,39.40,78.70,,27.03,11.74,19.10,69.74,17.81,-1.37,12.80,72.11,11.98,6.10,2.84,,1.96,6.98,6.96,,4.80,18.65,,12.86,26.93,,18.57,4.06,,,6.08,7.29,5.03,93.90,97.16,-0.88,0.52,-0.22,0,98.05,0.90,0.08,0.53,1.60,9.09,104.24,2.05,3.33,3.62,0,-30.72,65.15,0,0,0,"60,808.32",543,,"1,107.24","9,970.03",347.99,0.56,"1,724.81",31.73,45.81,46.48,17.20,68.27,37.20,62.80,447.07,183.53,126.87,68.70,37.23,10.98,0,80.43,0,73.92,757.18,108.80,168.84,124.18,76.59,44.66,0,-14.46,35.82,96.30,5.34,4.75,28.95,3.48,12.11,28.62,43.68,2.84,4.99,1.79,0.79,5.43,2.46,2.57,6.58,9.49,3.92,17.17,21.26,8.26,16.70,16.34,22.34,112.81,44.63,407.28,24.41,14.95,3.49,3.58,3.13,0.04,0.06,"27,111.80",94.47,"1,860.67",,36.40,16.54,0,0,0,11.42,17.39,79.71,5.08,17.51,82.49,38.53,"27,111.80","10,463.93","4,746.28","2,787.96",241.01,424.40,"8,448.22",94.47,11.42,79.71,5.08,287,24.21,8.57,2.89,1.02,26.01,9.21,0.47,0.17,"419,373.38","23,595.25",4.42,8.33,"2,686.81",17.77
코스모화학(주),005420,2018/12,0.09,-6.38,-92.85,,0,-28.86,4.12,1.69,-72.75,3.28,0.06,-1.54,7.99,9.76,0.75,,-4.98,0.39,0.35,,-2.33,0.88,,-5.83,1.10,,-7.26,0,,,-0.55,0.41,-2.75,90.24,99.25,-5.62,3.79,-0.92,0,104.68,3.43,0.09,3.48,5.41,9.39,0,2.96,4.89,4.74,0,-93.61,-57.69,0,0,0,"7,248.96",-361,,16.44,"6,237.83",23.77,0.01,54.43,15.08,43.60,17.76,8.51,84.92,41,59,123.54,207.13,119.72,51.88,29.26,2.79,0,87.60,0,475.22,538.34,18.43,143.92,70.91,61.72,73.01,0,-13.99,37.32,91.02,0.19,-0.28,7.89,0.24,33.12,180.27,179.07,-8.96,-14.17,-5.29,-11.22,0.20,0.47,0.55,1.17,1.46,0.78,22.25,16.41,3.02,6.13,5.95,61.31,52.40,20.28,63.25,9.32,39.17,0.55,0.68,0.88,0,0.01,"10,870.21",57.51,594.69,,-29.59,22.20,0,0,0,4.55,6.62,34,9.67,38.60,61.40,-51.44,"10,870.21","-5,471.61","4,196.04","4,262.64","1,146.88",114.82,"6,621.45",57.51,4.55,34,9.67,189,0,0,5.69,1.74,"2,158.82",659.81,4.90,1.50,"279,730.34","7,465.45",6.64,1.72,481.48,37.47
