회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
평산차업집단유한공사,950010,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평안섬유공업(주),028360,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평화산업(주),090080,2019/12,7.04,8.57,0,,0,9.45,31.28,5.08,0,-0.87,2.98,6,-0.82,5.29,0.19,,-3,0.67,0.37,,-5.69,2.34,,-36.20,2.96,,-45.78,0,,,-3.61,0.41,-6.32,94.71,99.81,-3.17,1.10,0.04,0,102.90,1.86,0.05,1.04,1.36,12.51,531.28,2.47,5.02,5.63,0,-165.95,-29.95,0,0,0,"9,411.49",-242,,-625.06,855.70,20.70,0,18.25,53.75,25.68,116.23,39.95,46.25,17.35,82.65,120.70,266.58,156.98,76.20,56.64,0.08,0,255.05,0,191.52,604.96,133.18,476.42,406.60,90.15,69.82,0,-16.79,46.20,266.29,0.15,-1.71,2.98,0.21,28.01,24.73,49.04,-11.34,-20.29,-9.37,-5.08,0.18,1.90,2.11,12.06,15.25,2.25,8.37,43.63,3.57,4.80,13.96,26.15,31,61.92,77.89,5.56,65.69,4.04,5.12,1.50,0.09,0.02,"5,532.52",6.90,438.94,,-13.17,8.62,0,0,0,2.90,8.16,113.80,1.57,124.96,-24.96,-190.97,"5,532.52","-10,473.23","6,913.63","3,859.60",0,196.66,"5,035.87",6.90,2.90,113.80,1.57,802,0,0,3.93,1.23,0,0,0.36,0.11,"155,682.99","5,718.57",1.62,1.29,152.89,27.22
평화홀딩스(주),010770,2019/12,2.57,-46.05,-21.52,,0,0,-3.97,-12.08,-74.91,-9.09,21.63,-3.28,-3.10,0,33.52,,-20.44,3.89,2.90,,-1.77,4.28,,-2.61,79.83,,-48.67,0,,,-1.34,11.37,-6.93,0,66.48,-53.85,4.92,0.02,0.03,117.98,33.93,0.40,3.69,3.86,31.72,84.72,1.31,4.70,5.12,0,60.74,95.51,28.42,1.56,0,"1,190.59",-247,,279.53,"8,901.68","1,742.17",0,399.13,16.62,0,19.94,16.62,83.38,66.07,33.93,"1,826.82",126.19,121.46,53.01,53.01,19.86,0,0,0,0,0,0,51.35,47.46,99.97,3.90,0,-14.73,30.06,45.50,2.04,-3.13,63.01,17.42,275.37,882.07,213.45,8.33,9.40,2.83,32.81,6.81,0.09,0.34,0.13,2.38,0.27,0,0,0.36,0.36,0,0,0,0,0,7.75,47.07,0.11,30.97,0.19,0.13,0.02,"6,200.06",68.89,193.48,,-39.54,87.53,0,0,0,3.07,"1,089.01",0,35.61,127.05,-27.05,-57.40,"6,200.06","-3,539.05","7,877.33",857.17,14.06,93.51,897.03,68.89,3.07,0,35.61,90,0,0,1.06,0.36,33.81,11.32,7.94,2.66,"106,765.90","6,734.55",38.68,2.36,460.47,15.85
포스코강판(주),058430,2019/12,-4.86,16.06,-48.27,,-71.75,28.77,-0.82,-3.11,-14.58,3.43,0.28,-6.33,-4.47,5.20,1.09,,0.33,2.15,2.13,,0.64,4.37,,1.32,32.24,,9.71,39.93,,,1.39,2.17,0.65,94.80,98.91,-0.55,0.38,-0.14,0.04,99.46,2.07,0.01,0.38,2.20,12.50,193.36,1.45,2.74,3.12,0,1.53,86.39,8,1.09,82.35,"148,240.81",486,,"-1,704.01","35,604.17",634.74,0.13,"1,612.04",59.69,42.04,148.09,34.60,40.31,46.55,53.45,734.74,86.59,76.17,126.79,73.49,0.51,0,131.42,198.97,188.93,259.70,69.56,114.81,101.13,98.57,13.68,50.49,12.61,26.50,56.92,2.81,2.42,40.22,6.35,29.58,21.43,51.71,0.79,1.59,0.42,0.22,2.87,1.96,2,4.02,29.65,3.83,10.95,33.33,3.38,5.65,8.43,43.31,18.22,25.77,0,5.92,61.62,4.67,5.76,1.93,0.29,0.01,"46,431.58",110.03,"2,107.69",,6.91,43.67,0,0,0,9.81,31.12,55.67,5.22,39.69,60.31,6.28,"46,431.58","4,803.73","18,430.49","3,375.92",185.15,47.77,"19,588.51",110.03,9.81,55.67,5.22,422,46.12,31.71,0.63,0.43,0,0,0.15,0.10,"226,624.62","29,260.78",3.29,8.51,"4,876.80",7.74
풍림산업(주),001310,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하나제약(주),293480,2019/12,63.51,-7.39,0.01,,8.16,22.18,7.28,8.84,4.91,3.74,47.08,4.92,10.37,66.25,20.18,,17.01,14.10,13.28,,11.20,15.77,,13.30,414.40,,349.43,19.69,,,10.40,15.16,12.78,33.75,79.82,0.78,-1.21,-0.05,0.30,79.38,34.14,0.28,-1.50,3.13,10.66,113.19,-5.05,1.02,1.10,0,51.70,100.28,89.33,3.28,25.56,"10,268.33","1,778",,"1,957.85","12,815.80","2,754.12",1.54,"2,072.01",60.41,16.92,152.56,50.18,39.59,83.77,16.23,"2,720.14",47.27,45.40,472.07,392.19,9.43,0,134.71,21.47,521.98,259.73,25.81,19.38,15.28,67.51,4.10,7.22,47.61,2.07,2.48,604.88,"999,999,999",84.81,27.54,99.33,52.59,130.59,69.44,543.59,11.27,17.83,0,0.66,0.75,0.78,20.54,4.17,25.07,14.56,1.01,1.18,6.80,53.64,13.82,38.65,21.70,4.58,79.78,1.90,2.73,0.84,0,0.01,"83,743.88",137.06,272.25,,46.32,74.97,0,0,0,31.84,181.44,"2,351.45",50.34,54.70,45.30,33.80,"83,743.88","34,861.58","45,805.32","-2,011.95",507.57,380.62,"4,200.74",137.06,31.84,"2,351.45",50.34,611,17.34,11.50,2.36,1.57,15.48,10.27,2.95,1.96,"355,780.32","37,767.31",22.70,680.58,"2,331.32",9.42
하이트맥주(주),103150,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하이트진로(주),000080,2019/12,-0.67,-25.88,-10.83,,0,13.46,-11.06,10.41,2.87,-0.39,1.63,10.84,12.58,41.64,4.39,,-2.22,2.54,2.49,,-1.26,6.99,,-3.54,21.77,,-11.03,"1,316.89",,,0.07,2.82,-1.43,58.36,95.61,-4.20,2.35,0,10.14,99.82,10.79,0,2.33,7.63,9.83,100.53,2.07,3.87,4.04,0,19.59,72.63,13.26,4.52,0,"25,679.63",-584,,212.57,"12,335.96",209.87,0,"1,126.65",20.53,24.04,25.84,15.60,79.47,34.54,65.46,293.30,230.08,131.75,51.74,39.30,13.07,0,220.85,0,324.07,558.88,68.15,189.52,114.88,45.52,74.63,0,-19.15,36.79,106.51,1.80,1.08,24.72,2.10,41.27,134.91,152.28,3.76,6.70,2.46,4.22,1.87,0.57,0.64,1.59,4.96,0.88,19.47,18.75,2.42,3,12.58,29,32.25,67.26,0,4.77,76.50,0.74,1.01,0.85,0,0.01,"385,295.55",125.46,595.94,,-13.25,64.67,0,0,0,12.30,21.57,64.74,21.05,51.54,48.46,-10.56,"385,295.55","3,343.85","198,596.68","42,937.92",0,0,"140,417.10",125.46,12.30,64.74,21.05,"3,071",0,0,2.53,1.28,146.77,74.56,1.21,0.62,"3,121,806.14","220,711.82",12.06,4.95,"3,096.91",14.14
하이트진로홀딩스(주),000140,2019/12,-40.19,8.02,0.26,,19.94,0,0.25,1.69,8.68,0,-0.10,1.69,25.86,0,91.19,,26.84,1.90,1.89,,0.56,3.08,,0.91,26.03,,7.66,4.59,,,1.86,"1,073.81",316.09,0,8.81,-63.05,62.47,-2.11,0,72.53,9.29,0,84.11,0,15.27,"1,288.33",3.37,3.40,3.39,0,0.88,96.46,6.48,0.77,84.51,"1,427.15",414,,414.97,"41,942.21",813.81,0,"1,301.38",0.10,0,0.10,0.10,99.90,61.57,38.43,845.32,162.25,122.51,0.54,0.54,0.23,0,0,0,0,0,0,62.42,29.97,47.93,32.45,0,-18.35,38.18,62.01,1.46,1.45,59.28,8.14,4.61,"4,807.58",8.61,1.58,1.59,0.61,29.13,1.46,0.02,11.78,0.03,0.29,0.05,0,0,21.71,21.71,0,0,0,0,0,0,0,0.02,"27,603.46",0.08,0,0,"32,948.69","2,196.58","2,252.76",,604.69,155.49,0,0,0,2.03,"3,595,644.91",0,97.51,7.08,92.92,27.53,"32,948.69","9,506.45","2,332.41","21,108.95",0,0,0.88,"2,196.58",2.03,0,97.51,15,38.50,17.99,0.35,0.16,35.54,16.60,10.34,4.83,"934,393.08","30,814.38",91.19,1.46,"1,301.42",30.32
한국가스공사(주),036460,2019/12,-0.99,-7.60,6.95,,-73.27,-17.01,-5.32,-4.33,-8.32,3.20,0.63,-7.30,4.83,6.48,4.96,,0.34,4.11,3.16,,0.22,17.20,,1.18,256.90,,17.68,66.88,,,1.52,4.21,0.29,93.52,95.04,-4.33,2.05,-0.41,0.02,99.39,0.34,0.38,1.99,4.59,6.59,73.57,1.60,3.14,3.17,0,0.93,94.15,7.22,0.50,40.80,"258,943.45",884,,"14,181.24","68,519.09","1,374.68",0.24,"12,844.95",22.62,30.70,29.23,15.67,77.38,17.99,82.01,"1,452.49",430.05,100.77,97.45,67.53,0.09,0,180.09,0,317.36,"12,325.59",56.74,455.76,129,24.03,326.76,0,-0.59,72.35,402.11,1.40,1.31,17.03,13.75,36.71,120.24,116.27,1.41,1.60,1.16,1.80,2.42,0.64,0.85,3.47,51.79,0.78,15.53,23.50,2.72,4.04,8.38,43.56,527.86,10.36,0,5.01,72.90,0.83,1.24,1.33,0,0.01,"1,954,109.39",455.72,"5,574.59",,19.03,19.44,0,0,0,5.24,10.59,25.42,8.17,4.26,95.74,4.18,"1,954,109.39","151,892.89","83,342.34","489,915.21","3,978.72","94,547.83","1,130,432.40",455.72,5.24,25.42,8.17,"4,288",62.10,41.74,0.80,0.54,3.87,2.60,0.21,0.14,"30,444,501.88","2,316,188.45",9.69,2.73,"25,090.60",13.14
한국고덴시(주),027840,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국공항(주),005430,2019/12,-3.20,2.85,-9.49,,-11.55,22.67,1.05,1.24,10.05,0.33,16.09,0.91,-14.43,9.17,4.54,,3.38,5.64,5.10,,3.80,6.95,,5.18,139.48,,103.93,25.64,,,3.59,5.65,4.21,90.83,95.46,-0.12,-0.19,0.02,0.03,95.60,2.54,0.13,-0.19,5.40,21.34,174.74,-0.79,3.84,7.65,0,2.31,82.44,19.32,0.96,18.59,"153,562.34","5,380",,"13,520.17","97,970.06","1,919.43",0,"6,974.15",43.01,3.03,75.46,41.71,56.99,70.39,29.61,"2,017.26",80.97,63.29,432.49,419.40,10.78,0,"1,376",3.94,"3,281.11","3,153.42",41.94,42.06,14.13,22.11,27.94,59.48,33.06,8.32,11.82,15.23,"999,999,999",66.98,19.19,39.57,49.50,84.98,19.91,70.87,5.90,5.50,0,1.12,1.24,1.53,30.71,4.21,167.12,2.18,2.53,2.60,90.73,4.02,233.11,0,0,5.84,62.54,2.02,2.77,2.06,0,0.02,"58,569.11",19.17,159.11,,5.38,3.89,0,0,0,12.91,34.30,980.27,12.05,20.31,79.69,28.09,"58,569.11","21,523.32","11,894.17",-906.22,167.71,605.08,"25,285.05",19.17,12.91,980.27,12.05,"3,056",11.26,7.14,0.60,0.38,4.33,2.74,0.38,0.24,"159,837.18","47,367.68",9.74,32.68,"14,959.69",3.37
한국내화(주),010040,2019/12,0.71,3.57,-21.66,,-40.06,-0.11,8.53,-6.59,-4.45,-3.01,1.67,-3.69,3.64,13.01,4.01,,1.91,4.38,4.34,,2.07,6.66,,3.18,78.60,,37.49,36.83,,,2.64,6.11,2.92,86.99,95.99,-1.13,0.52,-0.09,0.01,97.14,3.98,0.15,0.53,3.05,12.42,118.20,1.62,3.98,3.67,0,64.47,91.17,6.51,0.53,17.36,"9,791.72",193,,270.82,"6,065.89","1,146.81",2.14,392.99,33.56,59.07,50.52,13.74,66.44,67.13,32.87,"1,228.77",98.97,89.47,130.37,53.35,1.85,0,62.35,253.60,226.91,113.82,27.48,48.97,38.35,87.89,10.62,91.14,7.82,15.01,22.37,7.19,6.54,62.65,11.47,30.83,61.59,66.51,20.73,45.38,6.81,6.37,7.70,1.08,1.52,1.66,19.58,3.11,19.50,18.71,3.24,8.14,5.39,67.68,9.53,20.33,732.99,9.10,40.09,1.62,2.93,2.01,0,0.01,"23,637.36",38.56,365.21,,6.99,14.26,0,0,0,11.30,31.84,116.24,10.56,36.99,63.01,18.13,"23,637.36","6,463.79","8,743.72","1,166.22",255.48,321.20,"6,686.96",38.56,11.30,116.24,10.56,613,57.61,19.10,1.78,0.59,39.88,13.22,1.10,0.37,"122,601.40","15,672.19",7,12.55,685.46,7.82
한국단자공업(주),025540,2019/12,2.34,-9.84,-20.26,,-29.48,5.48,1.57,3.63,-8.68,-2.68,9.46,6.49,9.67,9.03,3.86,,3.16,3.96,3.60,,2.95,4.51,,3.69,554.65,,454.12,25.04,,,2.61,4.73,3.87,90.97,96.14,0.25,-0.36,0.09,0.01,95.96,3.06,0.11,-0.37,6.24,22.22,154.56,-1.66,80.85,161.70,0,95.24,100.11,90,0.73,19.82,"71,831","2,271",,"5,890.69","60,705.49","12,290.97",0,"2,773.25",38.45,26.57,62.48,28.24,61.55,80.04,19.96,"12,390.97",76.90,72.24,259.72,190.71,3.97,0,229.27,43.21,229.32,517.26,99.98,24.94,18.50,55.77,6.45,21.81,23.65,0.03,0.03,168.13,"999,999,999",79.39,122.91,43.70,63.46,80.23,30.25,"22,910.88",6.04,6.51,0,0.93,1.22,1.17,143.66,4.63,8.74,41.77,2.29,3.03,9.32,39.15,23.09,23.08,51.78,4.01,91.03,1.58,2.97,1.67,0.22,0.01,"96,813.84",78.52,606.75,,19.18,18.11,0,0,0,12.01,42.07,134.86,12.94,23.07,76.93,24.43,"96,813.84","30,746.58","22,334.83","-2,685.37",65.82,799.69,"45,552.30",78.52,12.01,134.86,12.94,"1,233",30.96,16.30,1.16,0.61,11.93,6.28,0.98,0.52,"433,155.27","74,435.72",9.95,433.30,"7,146.97",5.82
한국벨트(주),000840,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국생사(주),028380,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국석유공업(주),004090,2019/12,-30.62,7.04,30.83,,0,61.71,-4.53,5.81,-39.24,0.59,-1.74,5.19,20.86,14.46,4.08,,-2.18,4.59,4.44,,-2.37,6.96,,-3.72,308.60,,-164.77,0,,,-1.93,6.52,-3.48,85.54,95.92,-5.20,0.40,-0.20,0.07,101.08,4.18,0.26,0.38,0.64,11.35,186.41,1.20,2.91,2.94,0,0.73,100.90,28.61,0.66,0,"378,446.44","-8,638",,"21,192.04","210,405.16","4,325.53",0.28,"15,430.21",35.18,13.24,54.27,30.52,64.82,61.93,38.07,"4,330.62",104.67,79.09,195,169.18,8.73,0,533.96,27.19,628.34,621.40,84.98,61.47,29.13,41.42,32.34,116.86,17.14,20.13,32.50,7.58,-1.79,61.86,43.26,31.43,60.41,57.76,6.25,11.83,2.38,2.20,10.18,1.09,1.60,1.71,75.69,3.01,28.28,12.91,3.18,3.58,28.71,12.71,34.97,165.13,"35,074.35",4.10,89.03,1.66,3.40,2.13,0.22,0.01,"11,575.85",67.70,"1,450.05",,-31.57,63.61,0,0,0,5.05,19.71,720.45,4.67,93.96,6.04,-46.63,"11,575.85","-2,774.67","10,877.21",993.15,139.12,686.54,"1,654.51",67.70,5.05,720.45,4.67,171,0,0,0.83,0.43,8.28,4.27,0.46,0.24,"106,883.94","11,764.38",4.74,8.81,"17,955.41",9.09
한국수출포장공업(주),002200,2019/12,-0.79,12.71,-16.29,,4.61,-15.01,6.70,-3.17,-14.39,-0.97,-0.86,-2.23,1.17,17.23,7.09,,6.64,6.44,6.35,,5.95,8.03,,7.52,94.95,,88.92,7.97,,,5.92,6.47,6.06,82.77,92.91,0.07,-0.03,-0.04,0,92.86,1.70,0.06,-0.03,4.12,11.64,0,-0.13,2.61,1.90,0,7.35,91.85,12,0.98,13.50,"66,918.60","4,446",,"7,894.96","60,238.42","1,120.40",0,"4,747.54",30.66,17.66,44.21,25.24,69.34,80.46,19.54,"1,220.40",86.18,79.35,243.20,200.25,15.24,0,273.64,29.99,285.67,942.41,95.79,24.28,15.67,50.87,8.62,38.41,18.05,2.25,2.80,106.69,"999,999,999",73.87,11.20,32.78,78.93,110.63,61.42,533.47,12,13.60,0,0.90,0.91,1.13,13.38,4.28,15.58,23.43,3.05,3.83,14.98,24.37,49.84,35.54,718.96,5.82,62.70,1.27,1.29,2.09,0.19,0.02,"33,943.71",83.20,656.06,,43.59,10.41,0,0,0,11.19,16.78,85.81,12.68,12.52,87.48,52.39,"33,943.71","19,166.81","4,248.58",-80.68,180.13,157.25,"10,271.62",83.20,11.19,85.81,12.68,408,5.72,3.91,0.42,0.29,3.22,2.20,0.38,0.26,"71,850.44","29,261.77",10.93,164.40,"7,315.44",2.46
한국쉘석유(주),002960,2019/12,24.02,-7.79,-17.24,,-15.76,-13.37,-1.64,-3.60,-3.78,-2.56,23.76,-1.06,13.44,35.56,12.12,,9.93,18.51,17.97,,14.72,26,,21.30,366.78,,300.38,24.34,,,14.19,18.26,14.96,64.44,87.88,0.79,-0.35,-0.09,3.05,87.31,6.27,0.23,-0.40,1.50,16.17,81.91,-1.70,1.71,3.41,0,83.95,92.85,297.14,21.24,98.92,"162,957.79","16,174",,"19,853.81","58,367.56","1,298.85",0,"19,749.67",78.38,19.77,362.54,62.88,21.62,69.39,30.61,"1,398.85",31.16,30.79,263.11,211.08,20.44,0,128.03,31.90,291.11,348.89,43.98,44.11,42.93,75.79,1.18,1.69,48.59,0.41,0.59,"2,604.97","999,999,999",64.43,12.99,54.42,13.02,65.28,64.46,"4,818.89",19.73,13.14,0,1.48,1.51,2.15,30.26,4.80,18.78,19.44,1.84,2.31,8.99,40.59,24.86,22.22,0,7.49,48.73,7.68,9.47,1.33,0,0.01,"42,793.67",375.38,"1,858.29",,184.44,103.51,0,0,0,30.33,193.11,"1,032.94",20.20,27.58,72.42,49.13,"42,793.67","27,350.05","11,800.55",-751.57,"1,129.99",441.06,"2,823.58",375.38,30.33,"1,032.94",20.20,114,21.42,19.41,5.94,5.38,17.45,15.82,2.13,1.93,"397,865.71","28,498.15",13.45,"2,891.45","21,921.66",13.96
한국안전유리(주),018550,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국유나이티드제약(주),033270,2019/12,11.48,7.91,-8.67,,-2.39,1.63,11.65,4.42,-6.55,4.68,11.52,-0.24,-4.42,58.10,15.58,,13.97,11.32,10.89,,9.77,14.26,,12.79,425.16,,381.22,22.43,,,9.55,13.23,11.86,41.90,84.42,1.83,-0.30,0.77,4.75,83.38,18.48,0.68,-0.35,3.76,10.39,76.55,-0.89,2.15,2.30,0,95.20,105.39,60.30,1.92,15.83,"13,654.99","2,087",,"2,354.12","15,068.40","3,316.29",6.37,"2,127.40",49.67,24.38,98.67,37.56,50.33,77.01,22.99,"3,143.20",65.36,61.17,280.27,211.93,24.32,0,113.22,37.91,614.75,212.19,18.42,29.85,23.01,63.61,6.84,16.49,31.95,9.86,12.80,49.10,"999,999,999",81.25,33.16,71.61,71.44,124.08,49.26,114.83,11.32,16.95,0,0.70,0.85,0.92,27.29,2.96,30.41,12,1.40,1.86,5.56,65.63,10,19.30,37.08,4.68,78,1.40,1.96,1.02,0,0.01,"82,239.94",94.20,253.51,,35.41,40.93,0,0,0,24.83,82.34,494.31,37.16,43.45,56.55,37.59,"82,239.94","38,534.03","35,731.61",-667.43,52.84,"1,319.24","7,269.63",94.20,24.83,494.31,37.16,873,14.99,9.07,1.90,1.15,12.15,7.35,2.09,1.27,"290,513.19","41,749.10",18.86,59.45,"2,575.94",6.96
한국유리공업(주),002000,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국전기초자(주),009720,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국전력공사(주),015760,2019/12,4.33,-1.97,0,,0,-24.89,-4.85,-2.22,-48.86,2.40,2.53,-4.51,8.85,-1.65,-4.83,,-4.40,-2.30,-2.62,,-2.39,-5.40,,-4.92,-88.74,,-80.84,0,,,-2,-4.27,-3.89,101.65,104.83,-1.44,0.72,0.03,0.02,106.17,1.09,0.06,0.67,5.99,6.93,61.43,0.76,2.40,2.62,0,0,68.05,0,0,0,"91,801.37","-4,042",,"2,598.85","79,826.75","1,503.16",0.09,"-4,436.93",7.96,2.32,8.65,7.78,92.04,46.86,53.14,"1,603.16",196.41,110.23,48.23,47.11,9.20,0,"3,265.53",0,141.18,0,"2,313.04",113.39,35.22,12.76,78.17,0,-8.54,29.44,62.82,-3.67,-7.69,43.94,15.03,14.98,169.38,115.96,3.38,6.10,1.80,3.35,-6.69,0.54,0.88,1.12,18.36,1.05,12.70,28.75,6.68,6.86,248.83,1.47,0,"9,330.78",0,8.74,41.75,0.59,0.87,2.18,0,0.07,"1,290,369",55.77,"2,547.14",,-112.16,29.92,0,0,0,1.18,2.19,9.82,2.19,53.65,46.35,-201.10,"1,290,369","-3,697,944","692,254","425,765","19,739","36,127","3,814,428",55.77,1.18,9.82,2.19,"23,137",0,0,0.45,0.31,13.85,9.43,0.39,0.27,"49,367,238.34","966,081",1.64,1.24,"1,504.88",51.10
