회사명,거래소코드,회계년도,회계년월,회계감사법인,회계년월,기수,감사인,비고,보수(천원),시간구분,총소요시간,내용,회계년월,기수,비고,내용,용역수행기간,보수(천원),계약일
이건산업(주),008250,2019/12,2019/12,삼정회계법인,2019/12,48,삼정회계법인,,123000,10,2184,"연간 감사, 연결감사, 반기검토 내부관리회계제도 검토",2019/12,48,,2019년 세무조정 업무,20.01.21~20.03.31,8500,20200121
이구산업(주),025820,2019/12,2019/12,한울회계법인,2019/12,49,한울회계법인,,35000,10,619,"반기검토,중간감사,결산감사",2019/12,49,,세무조정,2020.03.01~2020.03.31,2000,20200205
이연제약(주),102460,2019/12,2019/12,삼덕회계법인,2019/12,56,삼덕회계법인,,45000,10,742,"반기, 중간 및 연말재무제표 감사, 내부통제구조 평가",,,,,,,
이화산업(주),000760,2019/12,2019/12,신한회계법인,2019/12,71,신한회계법인,,81200,10,1003,"기말감사, 반기검토, 내부회계검토, 연결감사",,,,,,,
인성기연(주),028620,1993/12,,,,,,,,,,,,,,,,,
인지컨트롤스(주),023800,2019/12,2019/12,신한회계법인,2019/12,42,신한회계법인,,100000,10,1306,반기 ·별도 ·연결 재무제표에 대한 감사,,,,,,,
인천도시가스(주),034590,2019/12,2019/12,삼일회계법인,2019/12,37,삼일회계법인,,130000,10,1303,"반기 별도 및 연결 재무제표 검토, 중간감사, 재고실사, 기말감사, 내부회계관리제도 검토",,,,,,,
인천정유(주),006290,2001/12,,,,,,,,,,,,,,,,,
인켈,006510,1995/12,,,,,,,,,,,,,,,,,
인터지스(주),129260,2019/12,2019/12,삼일회계법인,2019/12,64,삼일회계법인,,280000,10,2688,"분기, 반기 재무제표 검토 및 개별, 연결 재무제표에 대한 감사",2019/12,64,,법인세 세무조정업무 용역계약,2019.07.01~2020.03.31,15000,20190701
인터피온반도체(주),014010,2005/06,,,,,,,,,,,,,,,,,
일동제약(주),249420,2019/12,2019/12,삼정회계법인,2019/12,4,삼정회계법인,,200000,10,2760,"재무제표검토(분ㆍ반기,연결포함)",,,,,,,
일동홀딩스(주),000230,2019/12,2019/12,삼일회계법인,2019/12,77,삼일회계법인,,165000,10,1044,"재무제표검토(반기,연결포함)",,,,,,,
일성건설(주),013360,2019/12,2019/12,대현회계법인,2019/12,42,대현회계법인,,180000,10,2181,"기말감사, 반기검토, 내부회계검토, 연결감사",,,,,,,
일성신약(주),003120,2019/12,2019/12,대주회계법인,2019/12,60,대주회계법인,,60000,10,950,재무제표에 대한 감사 및 검토,,,,,,,
일신방직(주),003200,2019/12,2019/12,인덕회계법인,2019/12,62,인덕회계법인,,82000,10,1244,"분기,반기재무제표 검토 개별재무제표에 대한 감사 연결재무제표에 대한 감사",,,,,,,
일신제강(주),028340,1981/12,,,,,,,,,,,,,,,,,
일양약품(주),007570,2019/12,2019/12,신한회계법인,2019/12,49,신한회계법인,,85000,10,972,연결 / 별도재무제표 감사 및 분반기 검토,,,,,,,
일정실업(주),008500,2019/12,2019/12,대주회계법인,2019/12,47,대주회계법인,,45000,10,720,"<제47기 감사계약> 반기검토, 중간감사,재고실사,연결감사",2019/12,47,,세무조정,2019.04.01-2020.03.31,7000,20190500
일진다이아몬드(주),081000,2019/12,2019/12,한영회계법인,2019/12,16,한영회계법인,,84000,10,1362,"연간 및 반기, 연결재무제표에 대한 감사 및 검토 내부회계관리제도 검토",2019/12,16,,제16기 법인세세무조정 등 세무용역,2020.01.02~2020.03.31,6000,20200120
일진디스플레이(주),020760,2019/12,2019/12,삼정회계법인,2019/12,26,삼정회계법인,,94500,10,1460,"반기검토, 중간감사, 재고실사, 결산감사",,,,,,,
일진머티리얼즈(주),020150,2019/12,2019/12,대주회계법인,2019/12,33,대주회계법인,,95000,10,1717,"반기검토,중간감사,결산감사,연결감사",,,,,,,
일진전기(주),103590,2019/12,2019/12,한영회계법인,2019/12,12,한영회계법인,,150000,10,2365,분ㆍ반기 재무제표 검토 별도 및 연결 재무제표에 대한 감사 내부통제제도검토 등,,,,,,,
일진홀딩스(주),015860,2019/12,2019/12,대주회계법인,2019/12,38,대주회계법인,,84000,10,1209,1. 반기검토 2. 연말감사 3. 내부회계관리제도 점검,,,,,,,
자이에스앤디(주),317400,2019/12,2019/12,삼정회계법인,2019/12,20,삼정회계법인,,175000,10,1881,반기 재무제표 등에 대한 검토 등 제20기 재무제표 등에 대한 감사 등,2019/12,20,삼정회계법인,세무조정,2019-12-09~2020-03-31,7000,20191209
자화전자(주),033240,2019/12,2019/12,한영회계법인,2019/12,33,한영회계법인,,105000,10,1405,"반기,개별, 연결재무제표 검토 및 감사",2019/12,33,,세무조정,2020년 01월 ~ 2020년 03월,10000,20191200
전방(주),000950,2019/12,2019/12,광교회계법인,2019/12,72,회계법인 광교,,40000,10,1324,개별재무제표 및 연결재무제표 검토,,,,,,,
제이더블유생명과학(주),234080,2019/12,2019/12,삼정회계법인,2019/12,26,삼정회계법인,,120000,10,1239,2019년 기말감사 및 분ㆍ반기검토,,,,,,,
제이더블유중외제약(주),001060,2019/12,2019/12,삼정회계법인,2019/12,64,삼정회계법인,,285000,10,3220,2019년도 반기검토 및 기말감사,,,,,,,
제이더블유홀딩스(주),096760,2019/12,2019/12,삼정회계법인,2019/12,13,삼정회계법인,,135000,10,2195,"2019년도 반기검토 및 중간감사,기말감사",,,,,,,
제이에스전선(주),005560,2013/12,,,,,,,,,,,,,,,,,
제이준코스메틱(주),025620,2019/12,2019/12,참회계법인,2019/12,48,참회계법인,,201500,10,1080,반기.기말 감사 보고,,,,,,,
제일냉동,010910,1997/12,,,,,,,,,,,,,,,,,
제일모직(주),001300,2013/12,,,,,,,,,,,,,,,,,
제일약품(주),271980,2019/12,2019/12,한영회계법인,2019/12,3,한영회계법인,,155000,10,1843,반기재무제표 검토 및 기말 재무제표 감사,,,,,,,
제일연마공업(주),001560,2019/12,2019/12,안경회계법인,2019/12,46,안경회계법인,,77000,10,746,별도 및 연결 반기 재무제표 검토 별도 및 연결 재무제표 감사 내부관리회계관리제도 검토,2019/12,46,,법인세 세무조정,계약체결일~20.3.31,8000,20200300
제일파마홀딩스(주),002620,2019/12,2019/12,한영회계법인,2019/12,60,한영회계법인,,135000,10,1687,"개별 및 연결재무제표 감사, 분반기 재무제표 검토 및 내부회계관리제도 검토",2019/12,60,,내부회계관리제도컨설팅,2019.11.18~2020.01.10,70000,20191113
조광페인트(주),004910,2019/12,2019/12,선일회계법인,2019/12,53,선일회계법인,,75000,10,1375,"중간, 결산감사 등 정기 회계감사",2019/12,53,,세무조정,2019.04.01~2020.03.31,6500,20190114
조광피혁(주),004700,2019/12,2019/12,정진세림회계법인,2019/12,54,정진세림회계법인,,60000,10,844,재무제표 감사 반기재무제표 검토 내부회계관리제도검토,2019/12,54,,세무조정업무,2019년(사업연도),6000,20190200
조선내화(주),000480,2019/12,2019/12,삼일회계법인,2019/12,72,삼일회계법인,,320000,10,3477,외부회계감사,2019/12,72,,세무자문,19.02.23~19.10.10,141530,20190222
조선선재(주),120030,2019/12,2019/12,가율회계법인,2019/12,10,가율회계법인,,50000,10,718,분/반기재무제표검토 개별재무제표에 대한 감사 내부회계관리제도 검토,2019/12,10,,세무조정 등,2019.04.01~2020.03.31,9000,20190214
조일알미늄(주),018470,2019/12,2019/12,삼원회계법인,2019/12,35,삼원회계법인,,40000,10,1018,"반기 재무제표 검토, 연간 재무제표 감사",,,,,,,
중국고섬공고유한공사,950070,2012/12,,,,,,,,,,,,,,,,,
중국원양자원유한공사,900050,2016/12,,,,,,,,,,,,,,,,,
중앙제지(주),005600,2003/12,,,,,,,,,,,,,,,,,
중원,003840,1998/12,,,,,,,,,,,,,,,,,
지에스건설(주),006360,2019/12,2019/12,한영회계법인,2019/12,51,한영회계법인,"1분기 2,128시간, 반기 1,920시간, 3분기 2,224시간, 50기 11,813시간",1700000,10,18085,"1분기 별도,연결 제무제표 등에 대한 검토 등 반기 별도,연결 제무제표 등에 대한 검토 등 3분기 별도,연결 제무제표 등에 대한 검토 등 50기 별도,연결 제무제표 등에 대한 감사 등",2019/12,51,,이전가격 검토 및 해외 사업장 국제조세 진단용역,2019-06-26~2019-12-31,49000,20190626
지엠비코리아(주),013870,2019/12,2019/12,안진회계법인,2019/12,41,안진회계법인,,248000,10,3288,분.반기/중간/기말감사,2019/12,41,,세무조정 수수료,2019.01.01~2019.12.31.,13500,20190100
지엠비코리아(주),013870,2019/12,2019/12,안진회계법인,2019/12,41,안진회계법인,,248000,10,3288,분.반기/중간/기말감사,2019/12,41,,세무조사 대응,2019.11.20~2020.02.10,130000,20191100
지피에스(주),014040,2001/12,,,,,,,,,,,,,,,,,
진도물산,006240,1997/12,,,,,,,,,,,,,,,,,
진로종합식품,004730,1998/12,,,,,,,,,,,,,,,,,
진성레미컨,002910,1997/12,,,,,,,,,,,,,,,,,
진양산업(주),003780,2019/12,2019/12,삼화회계법인,2019/12,57,삼화회계법인,,34000,10,894,"반기검토, 중간감사, 기말감사, 재고실사",,,,,,,
진양폴리우레탄(주),010640,2019/12,2019/12,대주회계법인,2019/12,45,대주회계법인,,25000,10,550,"반기검토, 중간감사 및 내부회계검토, 기말감사",,,,,,,
진양화학(주),051630,2019/12,2019/12,삼화회계법인,2019/12,19,삼화회계법인,,24000,10,741,"반기재무제표검토, 기말재무제표등 감사",2019/12,19,,세무조정,2019.01.01~2019.12.31,4600,20190411
진영산업(주),004330,1993/08,,,,,,,,,,,,,,,,,
진원생명과학(주),011000,2019/12,2019/12,대주회계법인,2019/12,44,대주회계법인,,38000,10,681,"반기검토, 기말감사, 연결감사",2019/12,44,,세무조정,2019.04.01~2020.03.31,4500,20190400
진흥기업(주),002780,2019/12,2019/12,삼덕회계법인,2019/12,61,삼덕회계법인,,170000,10,1342,"반기 검토, 기말감사",,,,,,,
참엔지니어링(주),009310,2019/12,2019/12,삼일회계법인,2019/12,47,삼일회계법인,,300000,10,2275,반기/별도/연결재무제표감사,2019/12,47,,세무조정계산,19.08.01~20.03.31,10000,20190430
천지산업(주),001490,2004/06,,,,,,,,,,,,,,,,,
캠브리지코오롱(주),004620,2010/12,,,,,,,,,,,,,,,,,
컨버즈(주),109070,2019/12,2019/12,한영회계법인,2019/12,11,한영회계법인,,365000,10,1900,결산감사(내부회계관리제도 검토포함),2019/12,11,,세무조정,,15000,
케이비물산(주),008540,2012/01,,,,,,,,,,,,,,,,,
케이비아이동국실업(주),001620,2019/12,2019/12,한영회계법인,2019/12,65,한영회계법인,,122000,10,1752,"반기재무제표 검토, 중간감사, 별도/연결재무제표등에 대한 감사",2019/12,65,,2019년 사업연도 세무조정,3일,9000,20200219
케이씨그린홀딩스(주),009440,2019/12,2019/12,참회계법인,2019/12,47,참회계법인,,60000,10,521,K-IFRS 1. 재무제표 2. 중간재무제표 (반기) 3. 연결재무제표,,,,,,,
케이씨코트렐(주),119650,2019/12,2019/12,참회계법인,2019/12,10,참회계법인,,135000,10,868,K-IFRS 1. 재무제표 2. 중간재무제표 (반기) 3. 연결재무제표,,,,,,,
케이알모터스(주),000040,2019/12,2019/12,대주회계법인,2019/12,59,대주회계법인,,50000,10,1043,재무제표 및 내부통제 감사계약,,,,,,,
케이엠에이치(주),009690,2008/12,,,,,,,,,,,,,,,,,
케이이피전자(주),008480,2001/12,,,,,,,,,,,,,,,,,
케이지케미칼(주),001390,2019/12,2019/12,삼일회계법인,2019/12,66,삼일회계법인,,250000,10,3136,별도 및 연결 분ㆍ반기재무제표 검토 별도 및 연결 재무제표 감사,2019/12,66,,세무조정 용역계약,2019.05.01~2020.03.31,6600,20190501
케이피엑스케미칼(주),025000,2019/12,2019/12,안진회계법인,2019/12,46,안진회계법인,,125000,10,1671,반기(연결)재무제표 검토 기말(연결)재무제표 감사,,,,,,,
케이피엑스홀딩스(주),092230,2019/12,2019/12,안진회계법인,2019/12,14,안진회계법인,,140000,10,1575,반기 별도및연결재무제표 검토 기말 별도및연결재무제표 감사,2019/12,14,,세무 자문,2019.01~2019.03,5000,20190103
코리아오토글라스(주),152330,2019/12,2019/12,삼정회계법인,2019/12,20,삼정회계법인,,178000,10,2130,재무제표 검토 및 감사 등,2019/12,20,,세무조정 업무 수임,2020.01.29~2020.03.31,10000,20200131
코스맥스(주),192820,2019/12,2019/12,삼덕회계법인,2019/12,6,삼덕회계법인,,170000,10,1675,"분반기검토, 중간감사,기말감사",,,,,,,
코스맥스비티아이(주),044820,2019/12,2019/12,삼덕회계법인,2019/12,27,삼덕회계법인,,105000,10,1230,"반기검토, 중간감사, 기말감사",,,,,,,
코스모신소재(주),005070,2019/12,2019/12,정일회계법인,2019/12,53,정일회계법인,,85000,10,1330,"반기재무제표,개별재무제표",,,,,,,
코스모화학(주),005420,2019/12,2019/12,정일회계법인,2019/12,52,정일회계법인,,105000,10,1668,"분기감사, 중간감사, 연간감사",,,,,,,
코오롱글로벌(주),003070,2019/12,2019/12,삼정회계법인,2019/12,60,삼정회계법인,,670000,10,8163,ㅇ 분기별 재무제표 검토 ㅇ 중간감사 ㅇ 온기 검토 ㅇ 개별재무제표감사 ㅇ 내부회계관리제도감사 ㅇ 연결재무제표감사,2019/12,60,비감사용역의 보수는 성공보수로 환급결정액의 3.5% ~ 6.5%를 지급하기로 하였습니다.,BMW 시승용차량 매입부가가치세 환급업무,2019.07.01~2020.12.31,0,20190617
코오롱머티리얼(주),144620,2019/12,2019/12,삼정회계법인,2019/12,12,삼정회계법인,,95000,10,1815,외감법에 의한 회계감사를 위한 계약,,,,,,,
코오롱아이넷(주),022520,2010/12,,,,,,,,,,,,,,,,,
코오롱유화(주),011020,2006/12,,,,,,,,,,,,,,,,,
코오롱인더스트리(주),120110,2019/12,2019/12,삼정회계법인,2019/12,10,삼정회계법인,,750000,10,11008,- 분반기 별도 및 연결 재무제표 검토 - 별도 및 연결 재무제표 감사,2019/12,10,,-국제거래정보통합보고서 관련 용역 -지급보증수수료 용역,6개월,40000,20190617
코오롱인터내셔널(주),063510,2005/12,,,,,,,,,,,,,,,,,
코오롱종합전기(주),029220,1984/12,,,,,,,,,,,,,,,,,
코오롱플라스틱(주),138490,2019/12,2019/12,한영회계법인,2019/12,24,한영회계법인,,128000,10,1589,- 반기 별도 및 연결 재무제표 검토 - 별도 및 연결 재무제표 감사,,,,,,,
코원에너지서비스(주),026870,2011/12,,,,,,,,,,,,,,,,,
코웨이(주),021240,2019/12,2019/12,한영회계법인,2019/12,31,한영회계법인,,550000,10,7180,"기말감사 및 분, 반기검토 내부회계관리제도 감사",2019/12,31,,GDPR 대응 컨설팅,2019.04~2019.07,42000,20190418
코웨이(주),021240,2019/12,2019/12,한영회계법인,2019/12,31,한영회계법인,,550000,10,7180,"기말감사 및 분, 반기검토 내부회계관리제도 감사",2019/12,31,,중장기 성장전략,2019.07~2019.08,300000,20190701
코웨이(주),021240,2019/12,2019/12,한영회계법인,2019/12,31,한영회계법인,,550000,10,7180,"기말감사 및 분, 반기검토 내부회계관리제도 감사",2019/12,31,,미국법인 TP문서화,2019.08~2020.06(예상),194510,20190418
코웨이(주),021240,2019/12,2019/12,한영회계법인,2019/12,31,한영회계법인,,550000,10,7180,"기말감사 및 분, 반기검토 내부회계관리제도 감사",2019/12,31,,코웨이 TP문서화,2019.12~2020.04,65000,20191204
쿠쿠홀딩스(주),192400,2019/12,2019/12,안경회계법인,2019/12,43,안경회계법인,,60000,10,1372,연결재무제표 검토/감사 별도재무제표 검토/감사,,,,,,,
쿠쿠홈시스(주),284740,2019/12,2019/12,삼정회계법인,2019/12,3,삼정회계법인,,150000,10,1874,연결재무제표 검토/감사 별도재무제표 검토/감사,,,,,,,
태경산업(주),015890,2019/12,2019/12,삼정회계법인,2019/12,39,삼정회계법인,,170000,10,2106,반기재무제표 검토 반기연결재무제표 검토 개별재무제표 감사 연결재무제표 감사,2019/12,39,,2019년 법인세 세무조정,2020.01.29-2020.01.31,8000,20190731
태경케미컬(주),006890,2019/12,2019/12,삼정회계법인,2019/12,50,삼정회계법인,,80000,10,1288,"반기개별,연결재무제표검토 중간감사 기말개별,연결재무제표감사",,,,,,,
태광산업(주),003240,2019/12,2019/12,삼일회계법인,2019/12,59,삼일회계법인,,500000,10,5597,분ㆍ반기재무제표 검토 별도 및 연결 재무제표에 대한 감사 내부회계관리제도 검토,2019/12,59,,- 이전가격보고서,2019.02.19~2019.03.31,20000,20190200
태림페이퍼(주),019300,2015/12,,,,,,,,,,,,,,,,,
태림포장(주),011280,2019/12,2019/12,삼정회계법인,2019/12,44,삼정회계법인,,195000,10,2447,별도 및 연결 분ㆍ반기재무제표 검토 별도 및 연결재무제표에 대한 감사,,,,,,,
태양금속공업(주),004100,2019/12,2019/12,신우회계법인,2019/12,55,신우회계법인,,135000,10,1633,반기재무제표 검토 연간재무제표 감사,2019/12,55,VAT별도,세무조정,2019.03.31,10000,20190300
태양이앤테크,013070,1997/12,,,,,,,,,,,,,,,,,
태영판지공업,011940,1998/12,,,,,,,,,,,,,,,,,
태원물산(주),001420,2019/12,2019/12,신한회계법인,2019/12,57,신한회계법인,,38000,10,536,반기·결산 재무제표검토 및 개별재무제표 감사,2019/12,57,,세무조정계산서 작성,20.03.01-20.03.31,3700,20200224
태일정밀(주),017320,2000/12,,,,,,,,,,,,,,,,,
태창기업(주),007490,2009/12,,,,,,,,,,,,,,,,,
태창목재공업(주),029140,1981/12,,,,,,,,,,,,,,,,,
태평양건설(주),028460,1990/12,,,,,,,,,,,,,,,,,
태평양물산(주),007980,2019/12,2019/12,삼정회계법인,2019/12,48,삼정회계법인,,225000,10,2763,반기 연결 및 별도재무제표 검토  기말 연결 및 별도 재무제표 감사,2019/12,48,,세무자문용역,2019.06 ~ 2019.12,10000,20190600
태평양물산(주),007980,2019/12,2019/12,삼정회계법인,2019/12,48,삼정회계법인,,225000,10,2763,반기 연결 및 별도재무제표 검토  기말 연결 및 별도 재무제표 감사,2019/12,48,,법인세 세무조정,2019.08 ~ 2020.04,22000,20190800
태평양물산(주),007980,2019/12,2019/12,삼정회계법인,2019/12,48,삼정회계법인,,225000,10,2763,반기 연결 및 별도재무제표 검토  기말 연결 및 별도 재무제표 감사,2019/12,48,,세무자문/지원용역,2019.09 ~ 2019.11,150000,20190900
태화,000510,1998/12,,,,,,,,,,,,,,,,,
태흥피혁공업,016680,1998/12,,,,,,,,,,,,,,,,,
텔코웨어(주),078000,2019/12,2019/12,삼일회계법인,2019/12,20,삼일회계법인,,95000,10,941,"회계감사 용역 계약 (분기ㆍ반기검토, 중간감사, 별도 및 연결재무제표 감사)",,,,,,,
티엘씨레저(주),014590,2010/12,,,,,,,,,,,,,,,,,
파미셀(주),005690,2019/12,2019/12,신승회계법인,2019/12,52,신승회계법인,,50000,10,638,"반기검토, 기말감사",2019/12,52,,세무조정,2019.04.01~2020.03.31,10000,20190401
팬오션(주),028670,2019/12,2019/12,삼일회계법인,2019/12,54,삼일회계법인,,590000,10,6241,"1분기 별도,연결 재무제표 등에 대한 검토 등 반기 별도,연결 재무제표, 내부회계관리제도 등에 대한 검토 등 3분기 별도,연결 재무제표, 내부회계관리제도 등에 대한 검토 등 연간 별도,연결 재무제표, 내부",2019/12,54,삼일회계법인,세무고문,2019.07.26~2019.12.31,41000,20190726
팬오션(주),028670,2019/12,2019/12,삼일회계법인,2019/12,54,삼일회계법인,,590000,10,6241,"1분기 별도,연결 재무제표 등에 대한 검토 등 반기 별도,연결 재무제표, 내부회계관리제도 등에 대한 검토 등 3분기 별도,연결 재무제표, 내부회계관리제도 등에 대한 검토 등 연간 별도,연결 재무제표, 내부",2019/12,54,삼일회계법인,세무자문,2019.07.26~2020.03.31,55000,20190726
퍼스텍(주),010820,2019/12,2019/12,삼일회계법인,2019/12,45,삼일회계법인,,151000,10,1586,반기 및 결산,,,,,,,
페이퍼코리아(주),001020,2019/12,2019/12,진일회계법인,2019/12,67,진일회계법인,,170000,10,2250,반기. 중간. 기말 회계감사,2019/12,67,제 106회 BW,사채관리계약 이행상황보고서,2019.06.~2019.06..,2000,20191100
평산차업집단유한공사,950010,2014/12,,,,,,,,,,,,,,,,,
평안섬유공업(주),028360,1982/12,,,,,,,,,,,,,,,,,
평화산업(주),090080,2019/12,2019/12,삼일회계법인,2019/12,14,삼일회계법인,,80000,10,1519,회계감사 및 검토,,,,,,,
평화홀딩스(주),010770,2019/12,2019/12,삼일회계법인,2019/12,46,삼일회계법인,,95000,10,1055,회계감사 및 검토,,,,,,,
포스코강판(주),058430,2019/12,2019/12,삼정회계법인,2019/12,32,삼정회계법인,,210000,10,2802,"별도 및 연결재무제표 감사 (반기 검토,연도 감사) 내부회계관리제도 검토",2019/12,32,,세무조정용역,2019.8.1~2020.3.31,9000,20190801
풍림산업(주),001310,2011/12,,,,,,,,,,,,,,,,,
피앤텍,013820,1998/12,,,,,,,,,,,,,,,,,
하나제약(주),293480,2019/12,2019/12,대성삼경회계법인,2019/12,42,대성삼경회계법인,,95000,10,926,"- 분, 반기 개별재무제표 검토 - 연간 개별재무제표 감사",,,,,,,
하이트맥주(주),103150,2010/12,,,,,,,,,,,,,,,,,
하이트진로(주),000080,2019/12,2019/12,한영회계법인,2019/12,68,한영회계법인,,500000,10,6718,"분기,중간,기말, 연결, 영문 감사 및 검토, 내부회계관리 감사",,,,,,,
하이트진로홀딩스(주),000140,2019/12,2019/12,한영회계법인,2019/12,105,한영회계법인,,153000,10,2263,"분기, 반기재무제표에 대한 검토 중간감사, 자금실사 별도 재무제표에 대한 감사 연결 재무제표에 대한 감사",,,,,,,
한국가스공사(주),036460,2019/12,2019/12,한영회계법인,2019/12,37,한영회계법인,,1234545,10,15474,외부회계감사 (분·반기재무제표 검토),2019/12,37,,2019년도 경영실적보고서 계량지표 실적에 대한 확인용역,'20.03.03 ~ '20.03.31,0,20200303
한국가스공사(주),036460,2019/12,2019/12,한영회계법인,2019/12,37,한영회계법인,,1234545,10,15474,외부회계감사 (분·반기재무제표 검토),2019/12,37,,외화사채관련 Comfort letter 발행,'19.05.28 ~'19.07.16,150514,20190527
한국고덴시(주),027840,2009/12,,,,,,,,,,,,,,,,,
한국공항(주),005430,2019/12,2019/12,한영회계법인,2019/12,53,한영회계법인,,166000,10,2383,감사 및 분(반)기 검토,,,,,,,
한국기술산업(주),008320,2009/10,,,,,,,,,,,,,,,,,
한국내화(주),010040,2019/12,2019/12,삼정회계법인,2019/12,46,삼정회계법인,,104000,10,1487,"반기검토, 중간, 기말감사 등",,,,,,,
한국단자공업(주),025540,2019/12,2019/12,한영회계법인,2019/12,47,한영회계법인,,230000,10,2736,분ㆍ반기 재무제표에 대한 검토 및 별도및연결재무제표에 대한 감사 등,,,,,,,
한국물산,011820,1998/12,,,,,,,,,,,,,,,,,
한국벨트(주),000840,1999/12,,,,,,,,,,,,,,,,,
한국생사(주),028380,1982/12,,,,,,,,,,,,,,,,,
한국석유공업(주),004090,2019/12,2019/12,도원회계법인,2019/12,56,도원회계법인,,95000,10,1205,"반기재무제표,별도재무제표,연결재무제표 등",,,,,,,
한국수출포장공업(주),002200,2019/12,2019/12,삼덕회계법인,2019/12,63,삼덕회계법인,,47000,10,1073,재무제표 검토 및 감사,,,,,,,
한국쉘석유(주),002960,2019/12,2019/12,한영회계법인,2019/12,59,한영회계법인,,142000,10,1439,반기검토 및 기말 재무제표등에 대한 감사,,,,,,,
한국안전유리(주),018550,1999/12,,,,,,,,,,,,,,,,,
한국유나이티드제약(주),033270,2019/12,2019/12,한영회계법인,2019/12,33,한영회계법인,,112000,10,1278,"예비감사,반기검토, 중간감사 재고실사입회,금융기관조회,기말감사, 보고서작성,내부회계관리 감사",,,,,,,
한국유리공업(주),002000,2017/12,,,,,,,,,,,,,,,,,
한국전기초자(주),009720,2009/12,,,,,,,,,,,,,,,,,
한국전력공사(주),015760,2019/12,2019/12,한영회계법인,2019/12,59,한영회계법인,,2868331,10,34134,외부회계감사,2019/12,59,감사위원회 사전승인 (2019. 5월),"(남동발전, 중부발전, 서부발전, 남부발전, 호주법인) 호주 물라벤사업 세무자문",2019.5~6월,20259,20190520
한국전력공사(주),015760,2019/12,2019/12,한영회계법인,2019/12,59,한영회계법인,,2868331,10,34134,외부회계감사,2019/12,59,감사위원회 사전승인 (2019. 10월),Qatrana Electric Power Company 법인 세무신고 자문 용역,2019,15025,20191104
한국전력공사(주),015760,2019/12,2019/12,한영회계법인,2019/12,59,한영회계법인,,2868331,10,34134,외부회계감사,2019/12,59,감사위원회 사전승인 (2019. 5월),KOSPO Chile SpA 특수관계자간 금전대차 거래시 적정 이전가격 산정,`18.11~`19.6,4265,20190520
한국전력공사(주),015760,2019/12,2019/12,한영회계법인,2019/12,59,한영회계법인,,2868331,10,34134,외부회계감사,2019/12,59,감사위원회 사전 승인 (2019. 10월),"KEPCO-LG CNS Mangilao Solar, LLC 재무실사 대응 세무자문 용역",2019,24214,20191202
한국전력공사(주),015760,2019/12,2019/12,한영회계법인,2019/12,59,한영회계법인,,2868331,10,34134,외부회계감사,2019/12,59,감사위원회 사전승인 (2019. 5월),서부발전 외화채권 발행 인증용역,채권발행업무완료시까지,190000,20190729
한국전력공사(주),015760,2019/12,2019/12,한영회계법인,2019/12,59,한영회계법인,,2868331,10,34134,외부회계감사,2019/12,59,감사위원회 사전승인 (2019. 8월),KST Electirc Power Company 리파이낸싱 관련 세무자문용역,2019.8~12월,42839,20190826
한국전력기술(주),052690,2019/12,2019/12,한영회계법인,2019/12,45,한영회계법인,,275118,10,2950,분반기 재무제표 검토 및 기말회계감사,,,,,,,
한국제지(주),002300,2019/12,2019/12,삼정회계법인,2019/12,64,삼정회계법인,,230000,10,3212,별도재무제표 및 연결재무제표 감사용역,2019/12,64,삼정회계법인과 계약,세무자문 업무,2019년 5월 ~ 2019년 6월,7000,20190600
한국제지(주),002300,2019/12,2019/12,삼정회계법인,2019/12,64,삼정회계법인,,230000,10,3212,별도재무제표 및 연결재무제표 감사용역,2019/12,64,삼정회계법인과 계약,국제조세 자문 업무,2019년 7월 ~,15000,20190700
한국제지(주),002300,2019/12,2019/12,삼정회계법인,2019/12,64,삼정회계법인,,230000,10,3212,별도재무제표 및 연결재무제표 감사용역,2019/12,64,삼정회계법인과 계약,세무조정 업무,2019년 2월 ~  2019년 12월,9000,20190200
한국조선해양(주),009540,2019/12,2019/12,삼정회계법인,2019/12,46,삼정회계법인,,836000,10,10002,"연결감사, 연결분반기검토 / 기말감사, 분반기검토",2019/12,46,,- 해외공사현장에 대한 특정목적 감사(*),2019.03,10000,20190300
한국조선해양(주),009540,2019/12,2019/12,삼정회계법인,2019/12,46,삼정회계법인,,836000,10,10002,"연결감사, 연결분반기검토 / 기말감사, 분반기검토",2019/12,46,,- 분할등기일 재무상태표에 대한 임의감사,2019.06~2019.07,230000,20190600
한국조선해양(주),009540,2019/12,2019/12,삼정회계법인,2019/12,46,삼정회계법인,,836000,10,10002,"연결감사, 연결분반기검토 / 기말감사, 분반기검토",2019/12,46,,- 2018년 9월 분할전후 재무상태표 검토(*),2019.03,24000,20190300
한국주강(주),025890,2019/12,2019/12,삼덕회계법인,2019/12,33,삼덕회계법인,,75000,10,640,"재무제표 감사,반기재무제표 검토, 개별재무제표등",2019/12,33,,세무조정 계산,20.02.12~20.03.31,7000,20200205
한국주철관공업(주),000970,2019/03,2019/03,공감회계법인,2019/03,67,회계법인공감,,83000,10,1193,"반기, 기말, 연결 재무제표에 대한 감사 및 감사보고서 작성",,,,,,,
한국지역난방공사,071320,2019/12,2019/12,한영회계법인,2019/12,35,한영회계법인,,701000,10,6678,"개별재무제표 감사 및 분반기 재무제표 검토, 내부회계관리제도 검토",2019/12,35,,경영실적평가보고서에 관한 합의된 절차의 업무 수행,2020.03.01~2020.03.31,8000,20181231
